ve_protein	pa_protein	ve_gene	ve_log2FC	pa_gene	pa_log2FC	response_class	ve_symbol	ve_product	pa_symbol	pa_product	KO	KO_definition	functional_category
WP_007409668.1	WP_023857270.1	gene-ACSAL1_RS07495	2.034279976791655	gene-ACZ0AN_RS08175	1.2717001183944705	conserved_up		DUF1054 domain-containing protein		YktB family protein			unclassified
WP_014304905.1	WP_371268714.1	gene-ACSAL1_RS07015	1.2981923650871057	gene-ACZ0AN_RS07705	1.8845475853504992	conserved_up		hypothetical protein		hypothetical protein			unclassified
WP_014417297.1	WP_043054059.1	gene-ACSAL1_RS04885	2.8475721498146105	gene-ACZ0AN_RS02430	3.9548439060205247	conserved_up	bcaP	branched-chain amino acid transporter BcaP		APC family permease	K03294	basic amino acid/polyamine antiporter, APA family	sodium_homeostasis;transport
WP_014417627.1	WP_020451225.1	gene-ACSAL1_RS07300	3.505726323103006	gene-ACZ0AN_RS08030	1.1100978492429143	conserved_up		DeoR/GlpR family DNA-binding transcription regulator		DeoR/GlpR family DNA-binding transcription regulator	K03436	DeoR family transcriptional regulator, fructose operon transcriptional repressor	regulation
WP_014418918.1	WP_065643474.1	gene-ACSAL1_RS16020	2.458452532097712	gene-ACZ0AN_RS21290	2.559744906951197	conserved_up		GntP family permease		GntP family permease	K03299	gluconate:H+ symporter, GntP family	transport
WP_014419101.1	WP_025810647.1	gene-ACSAL1_RS17370	-3.034831962723532	gene-ACZ0AN_RS19555	-1.2177431012426263	conserved_down	glyA	serine hydroxymethyltransferase	glyA	serine hydroxymethyltransferase	K00600	glycine hydroxymethyltransferase [EC:2.1.2.1]	unclassified
WP_015239156.1	WP_026580546.1	gene-ACSAL1_RS01965	3.676109461208915	gene-ACZ0AN_RS02370	-1.952788493149446	opposite		ABC transporter permease		ABC transporter permease	K25284	iron-siderophore transport system permease protein	transport
WP_072177127.1	WP_003180601.1	gene-ACSAL1_RS05770	-6.248678981085014	gene-ACZ0AN_RS06425	-3.6244983938427335	conserved_down	opp4C	oligopeptide ABC transporter permease	opp4C	oligopeptide ABC transporter permease	K02034	peptide/nickel transport system permease protein	transport
WP_072177127.1	WP_003180601.1	gene-ACSAL1_RS05770	-6.248678981085014	gene-ACZ0AN_RS06425	-3.6244983938427335	conserved_down	opp4C	oligopeptide ABC transporter permease	opp4C	oligopeptide ABC transporter permease	K15582	oligopeptide transport system permease protein	transport
WP_099722005.1	WP_021837601.1	gene-ACSAL1_RS18815	-2.55876392020155	gene-ACZ0AN_RS14200	-5.1753798930889126	conserved_down	desA	Delta(5) desaturase DesA	desA	Delta(5) desaturase DesA	K10255	acyl-lipid omega-6 desaturase (Delta-12 desaturase) [EC:1.14.19.23 1.14.19.45]	unclassified
WP_209387925.1	WP_023856211.1	gene-ACSAL1_RS02770	-1.092789276934534	gene-ACZ0AN_RS17335	2.568189736411496	opposite		cation diffusion facilitator family transporter		cation diffusion facilitator family transporter	K16264	cobalt-zinc-cadmium efflux system protein	unclassified
WP_003155039.1	WP_020450934.1	gene-ACSAL1_RS05800	-5.055819567047458	gene-ACZ0AN_RS06460	-1.6545414497964204	conserved_down		ABC transporter ATP-binding protein		ABC transporter ATP-binding protein	K15583	oligopeptide transport system ATP-binding protein	transport
WP_003155039.1	WP_020450934.1	gene-ACSAL1_RS05800	-5.055819567047458	gene-ACZ0AN_RS06460	-1.6545414497964204	conserved_down		ABC transporter ATP-binding protein		ABC transporter ATP-binding protein	K02031	peptide/nickel transport system ATP-binding protein	transport
WP_007409786.1	WP_020451403.1	gene-ACSAL1_RS08335	3.130381515915663	gene-ACZ0AN_RS09035	2.5445732391343325	conserved_up	fliP	flagellar type III secretion system pore protein FliP	fliP	flagellar type III secretion system pore protein FliP	K02419	flagellar biosynthesis protein FliP	unclassified
WP_007410057.1	WP_023856235.1	gene-ACSAL1_RS15450	-3.983602052563433	gene-ACZ0AN_RS17550	-1.2440527918364246	conserved_down	liaH	stress responsive protein LiaH	liaH	stress responsive protein LiaH	K11620	lia operon protein LiaH	unclassified
WP_007410057.1	WP_023856235.1	gene-ACSAL1_RS15450	-3.983602052563433	gene-ACZ0AN_RS17550	-1.2440527918364246	conserved_down	liaH	stress responsive protein LiaH	liaH	stress responsive protein LiaH	K03969	phage shock protein A	unclassified
WP_007609051.1	WP_020453237.1	gene-ACSAL1_RS01045	1.33983242682005	gene-ACZ0AN_RS19405	-4.61141002900477	opposite		FecCD family ABC transporter permease		FecCD family ABC transporter permease			transport
WP_021494235.1	WP_026579388.1	gene-ACSAL1_RS10540	-1.436176868048966	gene-ACZ0AN_RS11975	1.0223574106162967	opposite	lhaT	lipoprotein heptaprenylglyceryl N-acetyltransferase LhaT	lhaT	lipoprotein heptaprenylglyceryl N-acetyltransferase LhaT			unclassified
WP_021494261.1	WP_020453440.1	gene-ACSAL1_RS11045	1.2529857526054409	gene-ACZ0AN_RS20500	2.081894459021268	conserved_up	nhaC	Na+/H+ antiporter NhaC	nhaC	Na+/H+ antiporter NhaC	K03315	Na+:H+ antiporter, NhaC family	sodium_homeostasis
WP_021494311.1	WP_229078638.1	gene-ACSAL1_RS11720	2.706660024215494	gene-ACZ0AN_RS13275	5.721775366675209	conserved_up	comGF	competence type IV pilus minor pilin ComGF	comGF	competence type IV pilus minor pilin ComGF	K02248	competence protein ComGF	unclassified
WP_021495277.1	WP_048350469.1	gene-ACSAL1_RS01605	2.34114631589952	gene-ACZ0AN_RS01900	-2.356892514311136	opposite		L-lactate dehydrogenase		L-lactate dehydrogenase	K00016	L-lactate dehydrogenase [EC:1.1.1.27]	unclassified
WP_061862428.1	WP_016885536.1	gene-ACSAL1_RS12565	2.444186567714832	gene-ACZ0AN_RS14595	1.150840620159041	conserved_up		cysteine desulfurase family protein		cysteine desulfurase family protein	K04487	cysteine desulfurase [EC:2.8.1.7]	unclassified
WP_061862522.1	WP_020452750.1	gene-ACSAL1_RS14495	-3.596187968140944	gene-ACZ0AN_RS16625	-2.051487939885206	conserved_down		secondary thiamine-phosphate synthase enzyme YjbQ		secondary thiamine-phosphate synthase enzyme YjbQ			unclassified
WP_070082058.1	WP_020453439.1	gene-ACSAL1_RS11040	-1.5951811027343397	gene-ACZ0AN_RS20495	1.915262806810876	opposite		NAD-dependent malic enzyme		NAD-dependent malic enzyme			unclassified
WP_209387347.1	WP_261794644.1	gene-ACSAL1_RS09850	-1.6055589681287308	gene-ACZ0AN_RS02695	-1.6592535988056765	conserved_down		macrolide family glycosyltransferase		macrolide family glycosyltransferase			biofilm_cell_envelope
WP_209387387.1	WP_023857433.1	gene-ACSAL1_RS10525	1.3653232423063832	gene-ACZ0AN_RS11965	-1.0908880674175765	opposite		YitT family protein		YitT family protein			unclassified
WP_209387714.1	WP_463315608.1	gene-ACSAL1_RS18075	2.2291589738329782	gene-ACZ0AN_RS01170	-3.265963004798707	opposite		DsbA family oxidoreductase		DsbA family oxidoreductase			oxidative_stress
WP_003154256.1	WP_020451391.1	gene-ACSAL1_RS08265	2.800364198316868	gene-ACZ0AN_RS08965	3.3077978853449346	conserved_up	fliG	flagellar motor switch protein FliG	fliG	flagellar motor switch protein FliG	K02410	flagellar motor switch protein FliG	unclassified
WP_003154813.1	WP_026579849.1	gene-ACSAL1_RS06535	2.654590525131063	gene-ACZ0AN_RS07050	-3.3189288425597177	opposite		phage holin		phage holin			unclassified
WP_012118670.1	WP_094777382.1	gene-ACSAL1_RS17490	1.2934524338336115	gene-ACZ0AN_RS19690	-3.159543353964161	opposite	spo0F	sporulation initiation phosphotransferase Spo0F		response regulator	K02490	two-component system, response regulator, stage 0 sporulation protein F	regulation
WP_012118762.1	WP_023856957.1	gene-ACSAL1_RS18185	-1.32798715998512	gene-ACZ0AN_RS20285	-2.272010136569734	conserved_down	dltB	D-alanyl-lipoteichoic acid biosynthesis protein DltB	dltB	D-alanyl-lipoteichoic acid biosynthesis protein DltB	K03739	membrane protein involved in D-alanine export	unclassified
WP_014417049.1	WP_229129461.1	gene-ACSAL1_RS02975	-4.989698091990646	gene-ACZ0AN_RS04560	-1.1472407121227914	conserved_down		NUDIX hydrolase		NUDIX hydrolase			unclassified
WP_072177665.1	WP_096748019.1	gene-ACSAL1_RS09280	-3.4148839884875617	gene-ACZ0AN_RS07085	-1.3241911366511074	conserved_down		MFS transporter		MFS transporter			transport
WP_095060814.1	WP_023857403.1	gene-ACSAL1_RS10265	-1.0233882040207214	gene-ACZ0AN_RS11720	1.2873527445537212	opposite		YpbS family protein		YpbS family protein			unclassified
WP_115941249.1	WP_463315605.1	gene-ACSAL1_RS00455	1.279205898789943	gene-ACZ0AN_RS00470	1.0720781501968235	conserved_up	pabC	aminodeoxychorismate lyase	pabC	aminodeoxychorismate lyase			transport
WP_209387606.1	WP_035337735.1	gene-ACSAL1_RS16075	-5.304053247834244	gene-ACZ0AN_RS18230	-7.372771665535743	conserved_down		polysaccharide pyruvyl transferase family protein		polysaccharide pyruvyl transferase family protein	K19431	pyruvyl transferase EpsO [EC:2.-.-.-]	biofilm_cell_envelope
WP_209387610.1	WP_020453024.1	gene-ACSAL1_RS16105	-4.627131284848838	gene-ACZ0AN_RS18260	-7.2261011820334815	conserved_down		polysaccharide pyruvyl transferase family protein		polysaccharide pyruvyl transferase family protein	K19426	pyruvyl transferase EpsI [EC:2.-.-.-]	biofilm_cell_envelope
WP_209387645.1	WP_026580178.1	gene-ACSAL1_RS16705	1.964022544178414	gene-ACZ0AN_RS18810	-1.6095770253041737	opposite	tuaH	teichuronic acid biosynthesis protein TuaH	tuaH	teichuronic acid biosynthesis protein TuaH	K16699	teichuronic acid biosynthesis glycosyltransferase TuaH [EC:2.4.-.-]	biofilm_cell_envelope
WP_209388186.1	WP_026579780.1	gene-ACSAL1_RS07290	-1.9584188577027124	gene-ACZ0AN_RS08015	-1.4100612002764974	conserved_down		ABC transporter ATP-binding protein		ABC transporter ATP-binding protein	K24949	antimicrobial peptide resistance transport system ATP-binding protein [EC:7.6.2.-]	transport
WP_209388186.1	WP_026579780.1	gene-ACSAL1_RS07290	-1.9584188577027124	gene-ACZ0AN_RS08015	-1.4100612002764974	conserved_down		ABC transporter ATP-binding protein		ABC transporter ATP-binding protein	K02003	putative ABC transport system ATP-binding protein	transport
WP_003151043.1	WP_035400430.1	gene-ACSAL1_RS17660	1.7040206343822075	gene-ACZ0AN_RS19780	1.828967395659849	conserved_up		site-2 protease family protein		site-2 protease family protein			unclassified
WP_003151098.1	WP_145608064.1	gene-ACSAL1_RS17500	-1.4558620707375989	gene-ACZ0AN_RS19700	-1.1019484703010642	conserved_down	pyrG	glutamine hydrolyzing CTP synthase		CTP synthase	K01937	CTP synthase [EC:6.3.4.2]	unclassified
WP_003151172.1	WP_020453256.1	gene-ACSAL1_RS17330	-1.139982933092224	gene-ACZ0AN_RS19515	-3.070994633229761	conserved_down	atpG	ATP synthase F1 subunit gamma	atpG	ATP synthase F1 subunit gamma	K02115	F-type H+-transporting ATPase subunit gamma	unclassified
WP_003152530.1	WP_003184229.1	gene-ACSAL1_RS13120	1.5248048833480463	gene-ACZ0AN_RS15205	-1.3879552511349222	opposite	pheS	phenylalanine--tRNA ligase subunit alpha	pheS	phenylalanine--tRNA ligase subunit alpha	K01889	phenylalanyl-tRNA synthetase alpha chain [EC:6.1.1.20]	unclassified
WP_003152598.1	WP_020452477.1	gene-ACSAL1_RS12945	-1.3049235218505837	gene-ACZ0AN_RS15015	1.5589519592355838	opposite	ilvN	acetolactate synthase small subunit	ilvN	acetolactate synthase small subunit	K01653	acetolactate synthase I/III small subunit [EC:2.2.1.6]	unclassified
WP_003152606.1	WP_079289277.1	gene-ACSAL1_RS12925	-2.6354942105560446	gene-ACZ0AN_RS14995	1.7586351782831176	opposite	leuC	3-isopropylmalate dehydratase large subunit	leuC	3-isopropylmalate dehydratase large subunit	K01703	3-isopropylmalate/(R)-2-methylmalate dehydratase large subunit [EC:4.2.1.33 4.2.1.35]	unclassified
WP_007407329.1	WP_020452967.1	gene-ACSAL1_RS06150	1.4858098818293932	gene-ACZ0AN_RS17920	-1.7708413937463243	opposite		MarR family transcriptional regulator		MarR family transcriptional regulator			regulation
WP_007407355.1	WP_026585626.1	gene-ACSAL1_RS09550	-2.016355438723119	gene-ACZ0AN_RS01125	1.3602468061327335	opposite		ArsR/SmtB family transcription factor		ArsR/SmtB family transcription factor			unclassified
WP_012118473.1	WP_020452989.1	gene-ACSAL1_RS15850	4.497788556616006	gene-ACZ0AN_RS18065	-1.012236443237037	opposite	opuCD	glycine betaine/carnitine/choline/choline sulfate ABC transporter permease OpuCD		ABC transporter permease	K05846	osmoprotectant transport system permease protein	glycine_betaine_choline;transport
WP_014416724.1	WP_145645983.1	gene-ACSAL1_RS00325	-2.0192254673011587	gene-ACZ0AN_RS00340	3.4240345525107294	opposite		50S ribosomal protein L25/general stress protein Ctc		50S ribosomal protein L25/general stress protein Ctc	K02897	large subunit ribosomal protein L25	unclassified
WP_015240174.1	WP_023855152.1	gene-ACSAL1_RS11355	-1.6246858234659882	gene-ACZ0AN_RS12945	-4.894316630369594	conserved_down	artP	arginine ABC transporter substrate-binding protein ArtP		transporter substrate-binding domain-containing protein	K02030	polar amino acid transport system substrate-binding protein	transport
WP_017418085.1	WP_463315566.1	gene-ACSAL1_RS11160	-2.5713019657575265	gene-ACZ0AN_RS12800	-1.2802637223680269	conserved_down		SDR family NAD(P)-dependent oxidoreductase		SDR family NAD(P)-dependent oxidoreductase	K07124	uncharacterized protein	oxidative_stress
WP_103527241.1	WP_023856662.1	gene-ACSAL1_RS05840	-1.3084654951068946	gene-ACZ0AN_RS06530	-1.577733947177928	conserved_down	pepF	oligoendopeptidase F	pepF	oligoendopeptidase F	K08602	oligoendopeptidase F [EC:3.4.24.-]	unclassified
WP_160216588.1	WP_033155028.1	gene-ACSAL1_RS15665	1.0547244517973966	gene-ACZ0AN_RS17770	1.449109313955821	conserved_up		heavy metal translocating P-type ATPase		heavy metal translocating P-type ATPase	K01534	Zn2+/Cd2+-exporting ATPase [EC:7.2.2.12 7.2.2.21]	unclassified
WP_191389576.1	WP_020450596.1	gene-ACSAL1_RS04150	-11.195098894813908	gene-ACZ0AN_RS04475	3.605080464548224	opposite		dihydrolipoamide acetyltransferase family protein		dihydrolipoamide acetyltransferase family protein			unclassified
WP_209388161.1	WP_463315675.1	gene-ACSAL1_RS06740	-3.2494489643743685	gene-ACZ0AN_RS07395	-2.4993873269668105	conserved_down	metE	5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase	metE	5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase	K00549	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase [EC:2.1.1.14]	transport
WP_209388236.1	WP_020451390.1	gene-ACSAL1_RS08260	3.4725054313654105	gene-ACZ0AN_RS08960	3.6796911097163822	conserved_up	fliF	flagellar basal-body MS-ring/collar protein FliF	fliF	flagellar basal-body MS-ring/collar protein FliF	K02409	flagellar M-ring protein FliF	unclassified
WP_003156482.1	WP_003178343.1	gene-ACSAL1_RS00770	-1.3113869044712791	gene-ACZ0AN_RS00780	-1.0759711215952286	conserved_down	rpmC	50S ribosomal protein L29	rpmC	50S ribosomal protein L29	K02904	large subunit ribosomal protein L29	unclassified
WP_003156732.1	WP_039073125.1	gene-ACSAL1_RS01245	-1.2127075755551286	gene-ACZ0AN_RS01240	7.017517169470331	opposite		hypothetical protein		hypothetical protein			unclassified
WP_007407393.1	WP_020453031.1	gene-ACSAL1_RS16140	-6.158932079809196	gene-ACZ0AN_RS18295	-6.6385789092564265	conserved_down	epsB	protein tyrosine kinase EpsB		CpsD/CapB family tyrosine-protein kinase	K00903	protein-tyrosine kinase [EC:2.7.10.3]	unclassified
WP_007614574.1	WP_020453353.1	gene-ACSAL1_RS18010	-2.658091998307382	gene-ACZ0AN_RS20020	1.9397287825662768	opposite	ywcE	spore morphogenesis/germination protein YwcE	ywcE	spore morphogenesis/germination protein YwcE			unclassified
WP_012117400.1	WP_020451112.1	gene-ACSAL1_RS06780	1.4707027424431158	gene-ACZ0AN_RS07410	1.1640622727591128	conserved_up	mgtE	magnesium transporter	mgtE	magnesium transporter	K06213	magnesium transporter	unclassified
WP_014418018.1	WP_463315692.1	gene-ACSAL1_RS09120	-1.3566104852423757	gene-ACZ0AN_RS10070	-1.128110370932544	conserved_down	tkt	transketolase	tkt	transketolase	K00615	transketolase [EC:2.2.1.1]	unclassified
WP_014418276.1	WP_023857476.1	gene-ACSAL1_RS10815	-4.085763274900326	gene-ACZ0AN_RS12270	-1.9669826673443105	conserved_down	sigX	RNA polymerase sigma factor SigX	sigX	RNA polymerase sigma factor SigX	K03088	RNA polymerase sigma-70 factor, ECF subfamily	unclassified
WP_017417565.1	WP_026580390.1	gene-ACSAL1_RS06155	-4.056581530462951	gene-ACZ0AN_RS21215	-3.237853218681953	conserved_down		glycoside hydrolase family 53 protein		arabinogalactan endo-1%2C4-beta-galactosidase	K01224	arabinogalactan endo-1,4-beta-galactosidase [EC:3.2.1.89]	glycine_betaine_choline
WP_017417934.1	WP_023856702.1	gene-ACSAL1_RS09520	-2.77387548914099	gene-ACZ0AN_RS06840	2.6638082172339512	opposite		IseA DL-endopeptidase inhibitor family protein		IseA DL-endopeptidase inhibitor family protein	K23598	iseA protein	unclassified
WP_017418880.1	WP_020453586.1	gene-ACSAL1_RS16015	4.534655238283672	gene-ACZ0AN_RS21285	3.4380819760066843	conserved_up	gntK	gluconokinase	gntK	gluconokinase	K25031	gluconokinase [EC:2.7.1.12]	unclassified
WP_053285216.1	WP_026580633.1	gene-ACSAL1_RS04170	-5.641895983965248	gene-ACZ0AN_RS04495	1.7002237989663442	opposite	glvA	maltose-6'-phosphate glucosidase	glvA	maltose-6'-phosphate glucosidase	K01232	maltose-6'-phosphate glucosidase [EC:3.2.1.122]	unclassified
WP_072177123.1	WP_011197760.1	gene-ACSAL1_RS05720	1.8716559730511635	gene-ACZ0AN_RS06370	1.1596396710157753	conserved_up		BMP family ABC transporter substrate-binding protein		BMP family ABC transporter substrate-binding protein	K05519	transcriptional activator of comK gene	transport
WP_072177123.1	WP_011197760.1	gene-ACSAL1_RS05720	1.8716559730511635	gene-ACZ0AN_RS06370	1.1596396710157753	conserved_up		BMP family ABC transporter substrate-binding protein		BMP family ABC transporter substrate-binding protein	K07335	basic membrane protein A and related proteins	transport
WP_072177268.1	WP_020450979.1	gene-ACSAL1_RS13200	-2.863511195125348	gene-ACZ0AN_RS06780	-3.5605575553959428	conserved_down	abnA	arabinan endo-1%2C5-alpha-L-arabinosidase AbnA		glycoside hydrolase family 43 protein	K06113	arabinan endo-1,5-alpha-L-arabinosidase [EC:3.2.1.99]	unclassified
WP_072177466.1	WP_219192392.1	gene-ACSAL1_RS15740	4.0107574628736655	gene-ACZ0AN_RS01660	1.6877375266949672	conserved_up		LysR family transcriptional regulator		LysR family transcriptional regulator	K21960	LysR family transcriptional regulator, regulator of the ytmI operon	regulation
WP_209387737.1	WP_095291296.1	gene-ACSAL1_RS18400	3.067544482103943	gene-ACZ0AN_RS20755	3.599884255488605	conserved_up		NupC/NupG family nucleoside CNT transporter		nucleoside transporter C-terminal domain-containing protein	K16323	purine nucleoside transport protein	unclassified
WP_209388331.1	WP_025812022.1	gene-ACSAL1_RS06685	1.3726065950478916	gene-ACZ0AN_RS07345	-1.3375279001679892	opposite	proB	glutamate 5-kinase	proB	glutamate 5-kinase	K00931	glutamate 5-kinase [EC:2.7.2.11]	proline;transport
WP_481748176.1	WP_223254842.1	gene-ACSAL1_RS06630	-6.915074070503004	gene-ACZ0AN_RS07270	-2.080417057175623	conserved_down		S66 peptidase family protein		S66 peptidase family protein	K01297	muramoyltetrapeptide carboxypeptidase [EC:3.4.17.13]	unclassified
WP_004264624.1	WP_023855976.1	gene-ACSAL1_RS00400	-1.153786424088945	gene-ACZ0AN_RS00415	-1.5508668999540294	conserved_down		vWA domain-containing protein		vWA domain-containing protein			unclassified
WP_004264660.1	WP_003178198.1	gene-ACSAL1_RS00310	-3.525556558158748	gene-ACZ0AN_RS00325	-2.134580376447448	conserved_down	spoVG	septation regulator SpoVG	spoVG	septation regulator SpoVG	K06412	stage V sporulation protein G	regulation
WP_007407236.1	WP_073425569.1	gene-ACSAL1_RS06670	-1.1033540941970057	gene-ACZ0AN_RS07330	1.5441111958094058	opposite		DMT family transporter		DMT family transporter	K18924	paired small multidrug resistance pump	unclassified
WP_007611430.1	WP_020451393.1	gene-ACSAL1_RS08275	3.9940696941530094	gene-ACZ0AN_RS08975	3.2624271727740424	conserved_up	fliI	flagellar protein export ATPase FliI	fliI	flagellar protein export ATPase FliI	K02412	flagellum-specific ATP synthase [EC:7.4.2.8]	unclassified
WP_007613424.1	WP_003184834.1	gene-ACSAL1_RS14675	1.705470435359267	gene-ACZ0AN_RS16825	2.1793719584024784	conserved_up		Na(+)/H(+) antiporter subunit B		Na(+)/H(+) antiporter subunit B	K05566	multicomponent Na+:H+ antiporter subunit B	sodium_homeostasis
WP_209387474.1	WP_026579135.1	gene-ACSAL1_RS12820	-2.56843051063462	gene-ACZ0AN_RS14890	-1.1149064392155257	conserved_down		SPOR domain-containing protein		SPOR domain-containing protein	K06380	stage II sporulation protein B	unclassified
WP_209387477.1	WP_023855435.1	gene-ACSAL1_RS12930	-2.085965205896803	gene-ACZ0AN_RS15000	1.6794544053024325	opposite	leuB	3-isopropylmalate dehydrogenase	leuB	3-isopropylmalate dehydrogenase	K00052	3-isopropylmalate dehydrogenase [EC:1.1.1.85]	unclassified
WP_209388004.1	WP_309539798.1	gene-ACSAL1_RS04055	2.088500777645496	gene-ACZ0AN_RS04345	1.5046820075525442	conserved_up	yfkAB	radical SAM/CxCxxxxC motif protein YfkAB	yfkAB	radical SAM/CxCxxxxC motif protein YfkAB			unclassified
WP_003155121.1	WP_023856619.1	gene-ACSAL1_RS05530	-1.5086547851029737	gene-ACZ0AN_RS06130	5.532628383760056	opposite		MATE family efflux transporter		MATE family efflux transporter	K26937	MATE family, multidrug efflux pump	transport
WP_003155168.1	WP_020453458.1	gene-ACSAL1_RS05375	-3.5908020030237653	gene-ACZ0AN_RS20590	-4.843089826321791	conserved_down		excalibur calcium-binding domain-containing protein		excalibur calcium-binding domain-containing protein			unclassified
WP_003155205.1	WP_020450815.1	gene-ACSAL1_RS05270	1.392111982212684	gene-ACZ0AN_RS05740	-1.6220079813126158	opposite	lplA	lipoate--protein ligase	lplJ	lipoate--protein ligase LplJ	K03800	lipoate---protein ligase [EC:6.3.1.20]	unclassified
WP_003156187.1	WP_003179128.1	gene-ACSAL1_RS02495	1.8202667120863905	gene-ACZ0AN_RS02825	1.104202234761822	conserved_up	ndoA	type II toxin-antitoxin system endoribonuclease NdoA	ndoA	type II toxin-antitoxin system endoribonuclease NdoA	K07171	mRNA interferase MazF [EC:3.1.-.-]	unclassified
WP_007408340.1	WP_020452152.1	gene-ACSAL1_RS11630	-1.8898012507950912	gene-ACZ0AN_RS13170	1.045650708927464	opposite		SA1362 family protein		SA1362 family protein			unclassified
WP_007408346.1	WP_025811169.1	gene-ACSAL1_RS11565	-1.1732899667639745	gene-ACZ0AN_RS13100	-1.96515987120526	conserved_down		SpoIIIAH-like family protein		SpoIIIAH-like family protein	K06397	stage III sporulation protein AH	unclassified
WP_007409532.1	WP_020451873.1	gene-ACSAL1_RS10130	-1.1780858496444555	gene-ACZ0AN_RS11580	2.421375478564936	opposite		DUF2535 family protein		YpmP family protein			unclassified
WP_014417243.1	WP_020450630.1	gene-ACSAL1_RS04380	1.0693866116782105	gene-ACZ0AN_RS04680	1.042321883053299	conserved_up		ABC transporter ATP-binding protein		ABC transporter ATP-binding protein	K24708	ATP-binding cassette, subfamily B, putative efflux pump [EC:7.6.2.-]	transport
WP_014417243.1	WP_020450630.1	gene-ACSAL1_RS04380	1.0693866116782105	gene-ACZ0AN_RS04680	1.042321883053299	conserved_up		ABC transporter ATP-binding protein		ABC transporter ATP-binding protein	K06147	ATP-binding cassette, subfamily B, bacterial	transport
WP_014418006.1	WP_224067360.1	gene-ACSAL1_RS09020	-5.938738416701198	gene-ACZ0AN_RS09915	-1.5090883583088348	conserved_down		DUF4944 domain-containing protein		DUF4944 domain-containing protein			unclassified
WP_029973137.1	WP_023856670.1	gene-ACSAL1_RS05895	2.250454818324115	gene-ACZ0AN_RS06585	1.6151865424036524	conserved_up		monovalent cation:proton antiporter family protein		monovalent cation:proton antiporter family protein			sodium_homeostasis
WP_029974790.1	WP_105980644.1	gene-ACSAL1_RS01235	-4.325198573947126	gene-ACZ0AN_RS01230	3.6719838094077417	opposite		sigma-G-dependent sporulation-specific acid-soluble spore protein CsgA		sporulation protein			unclassified
WP_029974845.1	WP_020449778.1	gene-ACSAL1_RS00105	2.194139027547008	gene-ACZ0AN_RS00120	-1.2956409439331436	opposite	dck	deoxyadenosine/deoxycytidine kinase		deoxynucleoside kinase	K15519	deoxyadenosine/deoxycytidine kinase [EC:2.7.1.76 2.7.1.74]	unclassified
WP_191389150.1	WP_144498830.1	gene-ACSAL1_RS14445	4.679494986978738	gene-ACZ0AN_RS16605	2.9078278432493185	conserved_up		methyl-accepting chemotaxis protein	tlpB	methyl-accepting chemotaxis protein TlpB	K03406	methyl-accepting chemotaxis protein	unclassified
WP_209387363.1	WP_341045444.1	gene-ACSAL1_RS19500	-3.4477764211995146	gene-ACZ0AN_RS09965	-1.505989903339306	conserved_down		hypothetical protein		hypothetical protein			unclassified
WP_209387952.1	WP_095292983.1	gene-ACSAL1_RS03265	1.761633347001195	gene-ACZ0AN_RS03500	-4.309510473591397	opposite		TolB family protein		PD40 domain-containing protein			unclassified
WP_003152509.1	WP_101561172.1	gene-ACSAL1_RS13185	-2.9576292793111807	gene-ACZ0AN_RS15270	-1.0706485468721765	conserved_down	araD	L-ribulose-5-phosphate 4-epimerase	araD	L-ribulose-5-phosphate 4-epimerase	K03077	L-ribulose-5-phosphate 4-epimerase [EC:5.1.3.4]	unclassified
WP_003153553.1	WP_020451903.1	gene-ACSAL1_RS10320	1.8105102411149507	gene-ACZ0AN_RS11755	1.1355684857703972	conserved_up	xpt	xanthine phosphoribosyltransferase	xpt	xanthine phosphoribosyltransferase	K03816	xanthine phosphoribosyltransferase [EC:2.4.2.22]	unclassified
WP_014417163.1	WP_095292898.1	gene-ACSAL1_RS03795	-1.258578527454299	gene-ACZ0AN_RS04080	3.105758366015483	opposite		NADP-dependent oxidoreductase		NADP-dependent oxidoreductase	K00359	NADPH:quinone reductase [EC:1.6.5.5]	oxidative_stress
WP_017418119.1	WP_020452123.1	gene-ACSAL1_RS11450	3.372993806845316	gene-ACZ0AN_RS13010	5.0403480012767234	conserved_up		N-acetylmuramoyl-L-alanine amidase family protein		N-acetylmuramoyl-L-alanine amidase family protein	K01448	N-acetylmuramoyl-L-alanine amidase [EC:3.5.1.28]	unclassified
WP_079891065.1	WP_023856206.1	gene-ACSAL1_RS07100	2.11477180350883	gene-ACZ0AN_RS17295	-2.214427526677781	opposite		hypothetical protein		hypothetical protein			unclassified
WP_209387696.1	WP_025810622.1	gene-ACSAL1_RS17740	1.779168758728631	gene-ACZ0AN_RS19820	-1.8521797307436456	opposite	lipL	octanoyl-[GcvH]:protein N-octanoyltransferase	lipL	octanoyl-[GcvH]:protein N-octanoyltransferase	K16869	octanoyl-[GcvH]:protein N-octanoyltransferase [EC:2.3.1.204]	unclassified
WP_209388308.1	WP_463315699.1	gene-ACSAL1_RS09480	-5.3843961651292	gene-ACZ0AN_RS10630	-3.901893420772362	conserved_down		non-ribosomal peptide synthetase		non-ribosomal peptide synthetase	K15668	plipastatin/fengycin lipopeptide synthetase E	unclassified
