gene_id	protein_id	gene_symbol	product
gene-ACSAL1_RS15265	WP_003151847.1		thioredoxin family protein
gene-ACSAL1_RS15270	WP_007410083.1		toprim domain-containing protein
gene-ACSAL1_RS15275	WP_003151845.1		YusG family protein
gene-ACSAL1_RS15280	WP_003151844.1	gcvH	glycine cleavage system protein GcvH
gene-ACSAL1_RS15285	WP_003151843.1		arsenate reductase family protein
gene-ACSAL1_RS15290	WP_209387572.1		acyl-CoA dehydrogenase family protein
gene-ACSAL1_RS15295	WP_015418168.1		acetyl-CoA C-acetyltransferase
gene-ACSAL1_RS15300	WP_209387573.1		3-hydroxyacyl-CoA dehydrogenase/enoyl-CoA hydratase family protein
gene-ACSAL1_RS15305	WP_003151836.1		YuzL family protein
gene-ACSAL1_RS15310	WP_017418958.1		proline dehydrogenase family protein
gene-ACSAL1_RS15315	WP_061862549.1		hypothetical protein
gene-ACSAL1_RS15320	WP_017418957.1		spore coat protein
gene-ACSAL1_RS15325	WP_003151828.1		MarR family winged helix-turn-helix transcriptional regulator
gene-ACSAL1_RS15330	WP_095270523.1		MDR family MFS transporter
gene-ACSAL1_RS15335	WP_209387574.1		LysR family transcriptional regulator
gene-ACSAL1_RS15340	WP_209387575.1		acetoacetate decarboxylase
gene-ACSAL1_RS15345	WP_014418834.1		ketopantoate reductase family protein
gene-ACSAL1_RS15350			YusU family protein
gene-ACSAL1_RS15355	WP_014418835.1		ABC transporter ATP-binding protein
gene-ACSAL1_RS15360	WP_209387576.1		YusW family protein
gene-ACSAL1_RS15365	WP_209387577.1		M3 family oligoendopeptidase
gene-ACSAL1_RS15370	WP_209387578.1		oxidoreductase
gene-ACSAL1_RS15375	WP_007410071.1		Dps family protein
gene-ACSAL1_RS15380	WP_032863908.1		S1C family serine protease
gene-ACSAL1_RS15385	WP_003151813.1	cssR	two-component system response regulator CssR
gene-ACSAL1_RS15390	WP_209387579.1	cssS	two-component system sensor histidine kinase CssS
gene-ACSAL1_RS15395	WP_007410067.1	spxO	anti-adapter protein SpxO
gene-ACSAL1_RS15400	WP_014305782.1		TetR/AcrR family transcriptional regulator
gene-ACSAL1_RS15405	WP_007410064.1	fumC	class II fumarate hydratase
gene-ACSAL1_RS15410	WP_003151806.1		YvzF family protein
gene-ACSAL1_RS15415	WP_095270535.1	gerAA	spore germination receptor protein GerAA
gene-ACSAL1_RS15420	WP_014418846.1		spore germination protein
gene-ACSAL1_RS15425	WP_095270539.1		Ger(x)C family spore germination protein
gene-ACSAL1_RS15430	WP_003151798.1	liaR	two-component system response regulator LiaR
gene-ACSAL1_RS15435	WP_003151796.1	liaS	two-component system sensor histidine kinase LiaS
gene-ACSAL1_RS15440	WP_003151794.1	liaF	cell wall-active antibiotics response protein LiaF
gene-ACSAL1_RS15445	WP_154817934.1	liaG	LiaG family protein
gene-ACSAL1_RS15450	WP_007410057.1	liaH	stress responsive protein LiaH
gene-ACSAL1_RS15455	WP_007410056.1		protein liaI
gene-ACSAL1_RS15460	WP_014418851.1		MFS transporter
gene-ACSAL1_RS15465	WP_017418941.1		cob(I)yrinic acid a%2Cc-diamide adenosyltransferase
gene-ACSAL1_RS15470	WP_053285172.1		ABC transporter ATP-binding protein
gene-ACSAL1_RS15475	WP_014721787.1		FecCD family ABC transporter permease
gene-ACSAL1_RS15480	WP_012118415.1		ABC transporter substrate-binding protein
gene-ACSAL1_RS15485	WP_003151783.1		SDR family NAD(P)-dependent oxidoreductase
gene-ACSAL1_RS15490	WP_063637066.1		SMP-30/gluconolactonase/LRE family protein
gene-ACSAL1_RS15495	WP_061862555.1		HAMP domain-containing sensor histidine kinase
gene-ACSAL1_RS15500	WP_003151779.1		response regulator transcription factor
gene-ACSAL1_RS15505	WP_003151778.1	rsoA	sigma-O factor regulator RsoA
gene-ACSAL1_RS15510	WP_087920805.1		sigma-70 family RNA polymerase sigma factor
gene-ACSAL1_RS15515	WP_012118419.1		YvrJ family protein
gene-ACSAL1_RS15520	WP_007410043.1		oxalate decarboxylase family bicupin
gene-ACSAL1_RS15525	WP_017418935.1		regulatory YrvL family protein
gene-ACSAL1_RS15530	WP_007613715.1		ABC transporter ATP-binding protein
gene-ACSAL1_RS15535	WP_012118423.1		FecCD family ABC transporter permease
gene-ACSAL1_RS15540	WP_029973587.1		FecCD family ABC transporter permease
gene-ACSAL1_RS15545	WP_021494112.1		iron-hydroxamate ABC transporter substrate-binding protein
gene-ACSAL1_RS15550	WP_151140065.1		class I SAM-dependent methyltransferase
gene-ACSAL1_RS15555	WP_007410036.1		amino acid permease
gene-ACSAL1_RS15560	WP_021494114.1	sspJ	small acid-soluble spore protein SspJ
gene-ACSAL1_RS15565	WP_003151759.1		metal-dependent hydrolase
gene-ACSAL1_RS15570	WP_209387580.1		LTA synthase family protein
gene-ACSAL1_RS15575	WP_061862558.1		substrate-binding domain-containing protein
gene-ACSAL1_RS15580	WP_014418870.1	modA	molybdate ABC transporter substrate-binding protein
gene-ACSAL1_RS15585	WP_017418930.1	modB	molybdate ABC transporter permease subunit
gene-ACSAL1_RS15590	WP_022553783.1		response regulator transcription factor
gene-ACSAL1_RS15595	WP_209388361.1		sensor histidine kinase
gene-ACSAL1_RS15600	WP_061862562.1		ABC transporter ATP-binding protein
gene-ACSAL1_RS15605	WP_209387581.1		ABC transporter permease
gene-ACSAL1_RS15610	WP_209387582.1		ABC transporter permease
gene-ACSAL1_RS15615	WP_007410023.1		aldo/keto reductase
gene-ACSAL1_RS15620	WP_025649280.1		hypothetical protein
gene-ACSAL1_RS15625	WP_007613743.1		Na+/H+ antiporter
gene-ACSAL1_RS15630	WP_014418875.1	cysI	assimilatory sulfite reductase (NADPH) hemoprotein subunit
gene-ACSAL1_RS15635	WP_154817944.1		assimilatory sulfite reductase (NADPH) flavoprotein subunit
gene-ACSAL1_RS15640	WP_025649284.1	helD	RNA polymerase recycling motor HelD
gene-ACSAL1_RS15645	WP_007410017.1		trimeric intracellular cation channel family protein
gene-ACSAL1_RS15650	WP_015418210.1		zinc-dependent metalloprotease
gene-ACSAL1_RS15655	WP_007410015.1		disulfide oxidoreductase
gene-ACSAL1_RS15660	WP_032869683.1	bdbD	disulfide bond formation protein BdbD
gene-ACSAL1_RS15665	WP_160216588.1		heavy metal translocating P-type ATPase
gene-ACSAL1_RS15670	WP_209387583.1		heavy metal translocating P-type ATPase
gene-ACSAL1_RS15675	WP_015240581.1	copZ	copper chaperone CopZ
gene-ACSAL1_RS15680	WP_003151723.1	csoR	copper-sensing transcriptional repressor CsoR
gene-ACSAL1_RS15685	WP_209387584.1		oxidoreductase
gene-ACSAL1_RS15690	WP_012118449.1		FMN-dependent NADH-azoreductase
gene-ACSAL1_RS15695	WP_209387585.1		LLM class flavin-dependent oxidoreductase
gene-ACSAL1_RS15700	WP_209387586.1		glutaredoxin family protein
gene-ACSAL1_RS15705	WP_022553795.1		LLM class flavin-dependent oxidoreductase
gene-ACSAL1_RS15710	WP_007613788.1		amino acid ABC transporter ATP-binding protein
gene-ACSAL1_RS15715	WP_007613790.1		amino acid ABC transporter permease
gene-ACSAL1_RS15720	WP_017418910.1		amino acid ABC transporter permease
gene-ACSAL1_RS15725	WP_021494133.1		amino acid ABC transporter substrate-binding protein
gene-ACSAL1_RS15730	WP_014418889.1		amino acid ABC transporter substrate-binding protein
gene-ACSAL1_RS15735	WP_003151702.1		GNAT family N-acetyltransferase
gene-ACSAL1_RS15740	WP_072177466.1		LysR family transcriptional regulator
gene-ACSAL1_RS15745	WP_015418226.1		SDR family NAD(P)-dependent oxidoreductase
gene-ACSAL1_RS15750	WP_039063652.1		barstar family protein
gene-ACSAL1_RS15760	WP_003151688.1	smpB	SsrA-binding protein
gene-ACSAL1_RS15765	WP_072177850.1	rnr	ribonuclease R
gene-ACSAL1_RS15770	WP_209387587.1		alpha/beta hydrolase
gene-ACSAL1_RS15775	WP_003151681.1	secG	preprotein translocase subunit SecG
gene-ACSAL1_RS15780	WP_087920807.1		helix-turn-helix domain-containing protein
gene-ACSAL1_RS15785	WP_021494135.1	rghR	transcriptional repressor RghR
gene-ACSAL1_RS15790	WP_003151674.1		helix-turn-helix domain-containing protein
gene-ACSAL1_RS15795	WP_209387588.1	catR	catDE operon transcriptional regulator CatR
gene-ACSAL1_RS15800	WP_017418904.1		sensor histidine kinase
gene-ACSAL1_RS15805	WP_209387589.1		response regulator transcription factor
gene-ACSAL1_RS15810	WP_209387590.1		lantibiotic immunity ABC transporter MutG family permease subunit
gene-ACSAL1_RS15815	WP_115941057.1		lantibiotic immunity ABC transporter MutE/EpiE family permease subunit
gene-ACSAL1_RS15820	WP_022553802.1		lantibiotic protection ABC transporter ATP-binding protein
gene-ACSAL1_RS15825	WP_209387591.1		ABC transporter permease
gene-ACSAL1_RS15830	WP_209387592.1		osmoprotectant ABC transporter substrate-binding protein
gene-ACSAL1_RS15835	WP_209387593.1		ABC transporter permease
gene-ACSAL1_RS15840	WP_014418902.1		betaine/proline/choline family ABC transporter ATP-binding protein
gene-ACSAL1_RS15845	WP_003151660.1		GbsR/MarR family transcriptional regulator
gene-ACSAL1_RS15850	WP_012118473.1	opuCD	glycine betaine/carnitine/choline/choline sulfate ABC transporter permease OpuCD
gene-ACSAL1_RS15855	WP_209388362.1	opuCC	osmoprotectant ABC transporter substrate-binding lipoprotein OpuCC
gene-ACSAL1_RS15860	WP_003151654.1		ABC transporter permease
gene-ACSAL1_RS15865	WP_003151651.1	opuCA	osmoprotectant ABC transporter ATP-binding protein OpuCA
gene-ACSAL1_RS15870	WP_014418904.1		GbsR/MarR family transcriptional regulator
gene-ACSAL1_RS15875	WP_007409973.1		NAAT family transporter
gene-ACSAL1_RS15880	WP_209387594.1		zinc ribbon domain-containing protein
gene-ACSAL1_RS15885	WP_209387595.1		zinc ribbon domain-containing protein
gene-ACSAL1_RS15890	WP_209387596.1		GNAT family N-acetyltransferase
gene-ACSAL1_RS15895			IS3 family transposase
gene-ACSAL1_RS15900	WP_155238646.1		glycine zipper domain-containing protein
gene-ACSAL1_RS15905	WP_209387597.1		peptidase domain-containing ABC transporter
gene-ACSAL1_RS15910	WP_209387598.1		type 2 lanthipeptide synthetase LanM family protein
gene-ACSAL1_RS15915	WP_095270659.1		class II lanthipeptide%2C LchA2/BrtA2 family
gene-ACSAL1_RS15920	WP_021495219.1		type 2 lanthipeptide synthetase LanM family protein
gene-ACSAL1_RS15925	WP_021495220.1		plantaricin C family lantibiotic
gene-ACSAL1_RS15930	WP_003151625.1	eno	phosphopyruvate hydratase
gene-ACSAL1_RS15935	WP_003151620.1	gpmI	2%2C3-bisphosphoglycerate-independent phosphoglycerate mutase
gene-ACSAL1_RS15940	WP_003151618.1	tpiA	triose-phosphate isomerase
gene-ACSAL1_RS15945	WP_003151616.1		phosphoglycerate kinase
gene-ACSAL1_RS15950	WP_003151611.1	gap	type I glyceraldehyde-3-phosphate dehydrogenase
gene-ACSAL1_RS15955	WP_003151607.1	cggR	gapA transcriptional regulator CggR
gene-ACSAL1_RS15960	WP_003151605.1	araE	arabinose-proton symporter AraE
gene-ACSAL1_RS15965	WP_007409953.1	araR	arabinose utilization transcriptional regulator AraR
gene-ACSAL1_RS15970	WP_053285140.1		LLM class flavin-dependent oxidoreductase
gene-ACSAL1_RS15975	WP_022553810.1		LysR family transcriptional regulator
gene-ACSAL1_RS15980	WP_022553811.1		DMT family transporter
gene-ACSAL1_RS15985	WP_209387599.1		amino acid permease
gene-ACSAL1_RS15990	WP_209387600.1		amidohydrolase family protein
gene-ACSAL1_RS15995	WP_209387601.1		LacI family DNA-binding transcriptional regulator
gene-ACSAL1_RS16000	WP_209387602.1		YczE/YyaS/YitT family protein
gene-ACSAL1_RS16005	WP_209387603.1		Cof-type HAD-IIB family hydrolase
gene-ACSAL1_RS16010	WP_061862583.1		MurR/RpiR family transcriptional regulator
gene-ACSAL1_RS16015	WP_017418880.1	gntK	gluconokinase
gene-ACSAL1_RS16020	WP_014418918.1		GntP family permease
gene-ACSAL1_RS16025	WP_094296304.1		hypothetical protein
gene-ACSAL1_RS16030	WP_459178126.1		transposase
gene-ACSAL1_RS16035	WP_021495223.1		LutC/YkgG family protein
gene-ACSAL1_RS16040	WP_007407375.1		LutB/LldF family L-lactate oxidation iron-sulfur protein
gene-ACSAL1_RS16045	WP_014418920.1		(Fe-S)-binding protein
gene-ACSAL1_RS16050	WP_209387604.1		aminotransferase-like domain-containing protein
gene-ACSAL1_RS16055	WP_014418922.1	lutR	L-lactate utilization/bacilysin biosynthesis transcriptional regulator LutR
gene-ACSAL1_RS16060	WP_021495226.1	lutP	L-lactate permease LutP
gene-ACSAL1_RS16065	WP_245207618.1	rpoN	RNA polymerase factor sigma-54
gene-ACSAL1_RS16070	WP_003151570.1	yvfG	protein YvfG
gene-ACSAL1_RS16075	WP_209387606.1		polysaccharide pyruvyl transferase family protein
gene-ACSAL1_RS16080	WP_022553816.1		aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme
gene-ACSAL1_RS16085	WP_209387607.1		acetyltransferase
gene-ACSAL1_RS16090	WP_007407383.1		sugar transferase
gene-ACSAL1_RS16095	WP_209387608.1		MATE family efflux transporter
gene-ACSAL1_RS16100	WP_209387609.1		glycosyltransferase
gene-ACSAL1_RS16105	WP_209387610.1		polysaccharide pyruvyl transferase family protein
gene-ACSAL1_RS16110	WP_209387611.1		glycosyltransferase family 2 protein
gene-ACSAL1_RS16115	WP_174747328.1	epsG	biofilm exopolysaccharide biosynthesis protein EpsG
gene-ACSAL1_RS16120	WP_209387612.1		glycosyltransferase family 1 protein
gene-ACSAL1_RS16125	WP_209387613.1	epsE	glycosyltransferase EpsE
gene-ACSAL1_RS16130	WP_209387614.1		glycosyltransferase family 4 protein
gene-ACSAL1_RS16135	WP_021495233.1		polysaccharide biosynthesis protein
gene-ACSAL1_RS16140	WP_007407393.1	epsB	protein tyrosine kinase EpsB
gene-ACSAL1_RS16145	WP_007613932.1		YveK family protein
gene-ACSAL1_RS16150	WP_007407395.1	slrR	HTH-type transcriptional regulator SlrR
gene-ACSAL1_RS16155	WP_032863899.1		carboxylesterase/lipase family protein
gene-ACSAL1_RS16160	WP_014418938.1		hypothetical protein
gene-ACSAL1_RS16165	WP_163094210.1		dihydrofolate reductase family protein
gene-ACSAL1_RS16170	WP_209387615.1		YczE/YyaS/YitT family protein
gene-ACSAL1_RS16175	WP_047936230.1	paiA	spermidine/spermine N(1)-acetyltransferase
gene-ACSAL1_RS16180	WP_014305882.1		phenolic acid decarboxylase
gene-ACSAL1_RS16185	WP_094296313.1		DUF3237 domain-containing protein
gene-ACSAL1_RS16190	WP_100262144.1		DUF1433 domain-containing protein
gene-ACSAL1_RS16195	WP_021495239.1		DUF1433 domain-containing protein
gene-ACSAL1_RS16200	WP_411859537.1		lipase
gene-ACSAL1_RS16205	WP_095270733.1		hypothetical protein
gene-ACSAL1_RS16210			DUF6262 family protein
gene-ACSAL1_RS16215	WP_095270736.1		pentapeptide repeat-containing protein
gene-ACSAL1_RS16220	WP_245207591.1		phage integrase N-terminal SAM-like domain-containing protein
gene-ACSAL1_RS16230	WP_163094212.1		glycoside hydrolase family 32 protein
gene-ACSAL1_RS16235	WP_007613980.1		MFS transporter
gene-ACSAL1_RS16240	WP_015418285.1		LacI family DNA-binding transcriptional regulator
gene-ACSAL1_RS16245	WP_003151513.1	clpP	ATP-dependent Clp endopeptidase proteolytic subunit ClpP
gene-ACSAL1_RS16250	WP_209387616.1	pgmB	beta-phosphoglucomutase
gene-ACSAL1_RS16255	WP_209387617.1		glycoside hydrolase family 13 protein
gene-ACSAL1_RS16260	WP_209387618.1		glycoside hydrolase family 65 protein
gene-ACSAL1_RS16265	WP_061861562.1		DUF1189 family protein
gene-ACSAL1_RS16270	WP_014418954.1		sugar ABC transporter permease
gene-ACSAL1_RS16275	WP_159354623.1		carbohydrate ABC transporter permease
gene-ACSAL1_RS16280	WP_209387619.1		extracellular solute-binding protein
gene-ACSAL1_RS16285	WP_209387620.1		glycoside hydrolase family 13 protein
gene-ACSAL1_RS16290	WP_014418958.1		LacI family DNA-binding transcriptional regulator
gene-ACSAL1_RS16295	WP_014418959.1		LOG family protein
gene-ACSAL1_RS16300	WP_014418960.1		MazG nucleotide pyrophosphohydrolase domain-containing protein
gene-ACSAL1_RS16305	WP_025649327.1		SulP family inorganic anion transporter
gene-ACSAL1_RS16310	WP_003151503.1		beta-class carbonic anhydrase
gene-ACSAL1_RS16315	WP_014418962.1		2-hydroxyacid dehydrogenase
gene-ACSAL1_RS16320	WP_223204413.1		ribonuclease
gene-ACSAL1_RS16325	WP_061861565.1		arylamine N-acetyltransferase family protein
gene-ACSAL1_RS16330	WP_012118534.1		HPr family phosphocarrier protein
gene-ACSAL1_RS16335	WP_007407421.1	whiA	DNA-binding protein WhiA
gene-ACSAL1_RS16340	WP_007407422.1		gluconeogenesis factor YvcK family protein
gene-ACSAL1_RS16345	WP_012118535.1	rapZ	RNase adapter RapZ
gene-ACSAL1_RS16350	WP_003151491.1		8-oxo-dGTP diphosphatase
gene-ACSAL1_RS16355	WP_007407423.1	trxB	thioredoxin-disulfide reductase
gene-ACSAL1_RS16360	WP_007407424.1	cwlO	peptidoglycan DL-endopeptidase CwlO
gene-ACSAL1_RS16365	WP_209387621.1		tetratricopeptide repeat protein
gene-ACSAL1_RS16370	WP_209387622.1		sensor histidine kinase
gene-ACSAL1_RS16375	WP_012118540.1		response regulator transcription factor
gene-ACSAL1_RS16380	WP_014418969.1		ABC transporter ATP-binding protein
gene-ACSAL1_RS16385	WP_021495256.1	hisIE	bifunctional phosphoribosyl-AMP cyclohydrolase/phosphoribosyl-ATP diphosphatase HisIE
gene-ACSAL1_RS16390	WP_014418971.1	hisF	imidazole glycerol phosphate synthase subunit HisF
gene-ACSAL1_RS16395	WP_095270778.1	hisA	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase
gene-ACSAL1_RS16400	WP_017418839.1	hisH	imidazole glycerol phosphate synthase subunit HisH
gene-ACSAL1_RS16405	WP_014418974.1	hisB	imidazoleglycerol-phosphate dehydratase HisB
gene-ACSAL1_RS16410	WP_209387623.1	hisD	histidinol dehydrogenase
gene-ACSAL1_RS16415	WP_209387624.1	hisG	ATP phosphoribosyltransferase
gene-ACSAL1_RS16420	WP_209387625.1		ATP phosphoribosyltransferase regulatory subunit
gene-ACSAL1_RS16425	WP_021495261.1		C39 family peptidase
gene-ACSAL1_RS16430	WP_094296327.1		acyltransferase
gene-ACSAL1_RS16435	WP_029973522.1	ppaX	pyrophosphatase PpaX
gene-ACSAL1_RS16440	WP_209387626.1	lgt	prolipoprotein diacylglyceryl transferase
gene-ACSAL1_RS16445	WP_003151456.1	hprK	HPr(Ser) kinase/phosphatase
gene-ACSAL1_RS16450	WP_209387627.1	nagA	N-acetylglucosamine-6-phosphate deacetylase
gene-ACSAL1_RS16455	WP_209387628.1	nagB	glucosamine-6-phosphate deaminase
gene-ACSAL1_RS16460	WP_012118554.1		GntR family transcriptional regulator
gene-ACSAL1_RS16465	WP_007614041.1		TetR/AcrR family transcriptional regulator
gene-ACSAL1_RS16470	WP_209387629.1		metallophosphoesterase
gene-ACSAL1_RS16475	WP_014418984.1		phage holin family protein
gene-ACSAL1_RS16480	WP_209387630.1		PspC domain-containing protein
gene-ACSAL1_RS16485	WP_209387631.1		DUF4097 family beta strand repeat-containing protein
gene-ACSAL1_RS16490	WP_003151444.1		hypothetical protein
gene-ACSAL1_RS16495	WP_003151443.1		hypothetical protein
gene-ACSAL1_RS16500	WP_209387632.1	uvrA	excinuclease ABC subunit UvrA
gene-ACSAL1_RS16505	WP_003151439.1	uvrB	excinuclease ABC subunit UvrB
gene-ACSAL1_RS16510	WP_003151438.1		CsbA family protein
gene-ACSAL1_RS16515	WP_209387633.1		PEP/pyruvate-binding domain-containing protein
gene-ACSAL1_RS16520	WP_209388364.1		TetR/AcrR family transcriptional regulator
gene-ACSAL1_RS16525	WP_209387634.1		MFS transporter
gene-ACSAL1_RS16530	WP_348633734.1		thioesterase II family protein
gene-ACSAL1_RS16535	WP_209387635.1		DUF3810 domain-containing protein
gene-ACSAL1_RS16540	WP_209387636.1	minJ	cell division topological determinant MinJ
gene-ACSAL1_RS16545	WP_014305920.1	swrA	swarming motility protein SwrAA
gene-ACSAL1_RS16550	WP_481748181.1	ctpB	carboxy-terminal processing protease CtpB
gene-ACSAL1_RS16555	WP_209387638.1		right-handed parallel beta-helix repeat-containing protein
gene-ACSAL1_RS16560	WP_007407464.1	ftsX	permease-like cell division protein FtsX
gene-ACSAL1_RS16565	WP_007407465.1	ftsE	cell division ATP-binding protein FtsE
gene-ACSAL1_RS16570	WP_129091399.1	cccB	cytochrome c551
gene-ACSAL1_RS16575	WP_007614078.1		YitT family protein
gene-ACSAL1_RS16580	WP_209387639.1	prfB	peptide chain release factor 2
gene-ACSAL1_RS16580	WP_209387639.1	prfB	peptide chain release factor 2
gene-ACSAL1_RS16585	WP_007407469.1	secA	preprotein translocase subunit SecA
gene-ACSAL1_RS16590	WP_007407470.1	hpf	ribosome hibernation-promoting factor%2C HPF/YfiA family
gene-ACSAL1_RS16595	WP_014419002.1		DUF8042 domain-containing protein
gene-ACSAL1_RS16600	WP_014419003.1	fliT	flagella biosynthesis regulatory protein FliT
gene-ACSAL1_RS16605	WP_003151407.1	fliS	flagellar export chaperone FliS
gene-ACSAL1_RS16610	WP_209387640.1		flagellar hook-associated protein 2
gene-ACSAL1_RS16615	WP_014419005.1		flagellin N-terminal helical domain-containing protein
gene-ACSAL1_RS16620	WP_003151402.1	csrA	carbon storage regulator CsrA
gene-ACSAL1_RS16625	WP_007407475.1	fliW	flagellar assembly protein FliW
gene-ACSAL1_RS16630	WP_190664619.1		DUF6470 family protein
gene-ACSAL1_RS16635	WP_007407477.1	flgL	flagellar hook-associated protein FlgL
gene-ACSAL1_RS16640	WP_014419008.1	flgK	flagellar hook-associated protein FlgK
gene-ACSAL1_RS16645	WP_022553865.1		flagellar protein FlgN
gene-ACSAL1_RS16650	WP_003151393.1	flgM	flagellar biosynthesis anti-sigma factor FlgM
gene-ACSAL1_RS16655	WP_209387641.1		TIGR03826 family flagellar region protein
gene-ACSAL1_RS16660	WP_209388365.1		phosphoribosyltransferase family protein
gene-ACSAL1_RS16665	WP_209387642.1	comFB	late competence protein ComFB
gene-ACSAL1_RS16670	WP_209387643.1		ATP-dependent helicase ComFA
gene-ACSAL1_RS16675	WP_003151387.1		DegV family protein
gene-ACSAL1_RS16680	WP_003219701.1	degU	two-component system response regulator DegU
gene-ACSAL1_RS16685	WP_007407484.1	degS	two-component sensor histidine kinase DegS
gene-ACSAL1_RS16690	WP_007614107.1		YigZ family protein
gene-ACSAL1_RS16695	WP_209387644.1		LCP family protein
gene-ACSAL1_RS16700	WP_003151382.1		glycosyltransferase family 4 protein
gene-ACSAL1_RS16705	WP_209387645.1	tuaH	teichuronic acid biosynthesis protein TuaH
gene-ACSAL1_RS16710	WP_209387646.1	tuaG	teichuronic acid biosynthesis protein TuaG
gene-ACSAL1_RS16715	WP_209387647.1	tuaF	teichuronic acid biosynthesis protein TuaF
gene-ACSAL1_RS16720	WP_209387648.1	tuaE	teichuronic acid biosynthesis protein TuaE
gene-ACSAL1_RS16725	WP_209387649.1	tuaD	UDP-glucose 6-dehydrogenase TuaD
gene-ACSAL1_RS16730	WP_209387650.1	tuaC	teichuronic acid biosynthesis protein TuaC
gene-ACSAL1_RS16735	WP_014419019.1	tuaB	teichuronic acid biosynthesis protein TuaB
gene-ACSAL1_RS16740	WP_003151373.1		exopolysaccharide biosynthesis polyprenyl glycosylphosphotransferase
gene-ACSAL1_RS16745	WP_209387651.1		N-acetylmuramoyl-L-alanine amidase
gene-ACSAL1_RS16750	WP_209387652.1		SpoIID/LytB domain-containing protein
gene-ACSAL1_RS16755	WP_017418804.1		membrane protein
gene-ACSAL1_RS16760	WP_209387653.1	tagU	polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagU
gene-ACSAL1_RS16765	WP_209387654.1	wecB	non-hydrolyzing UDP-N-acetylglucosamine 2-epimerase
gene-ACSAL1_RS16770	WP_015240700.1	galU	UTP--glucose-1-phosphate uridylyltransferase GalU
gene-ACSAL1_RS16775	WP_209387655.1	tagH	teichoic acids export ABC transporter ATP-binding subunit TagH
gene-ACSAL1_RS16780	WP_017418800.1	tagG	teichoic acids export ABC transporter permease subunit TagG
gene-ACSAL1_RS16785	WP_021494864.1	tagF	teichoic acid poly(glycerol phosphate) polymerase
gene-ACSAL1_RS16790	WP_209387656.1		alpha-glucosyltransferase N-terminal domain-containing protein
gene-ACSAL1_RS16795	WP_003151361.1	tagD	glycerol-3-phosphate cytidylyltransferase
gene-ACSAL1_RS16800	WP_061861597.1		WecB/TagA/CpsF family glycosyltransferase
gene-ACSAL1_RS16805	WP_209387657.1		CDP-glycerol glycerophosphotransferase family protein
gene-ACSAL1_RS16810	WP_209387658.1		N-acetylglucosaminidase
gene-ACSAL1_RS16815	WP_209387659.1	manA	mannose-6-phosphate isomerase%2C class I
gene-ACSAL1_RS16820	WP_014419032.1	gerBA	spore germination protein GerBA
gene-ACSAL1_RS16825	WP_014419033.1		GerAB/ArcD/ProY family transporter
gene-ACSAL1_RS16830	WP_209387660.1		Ger(x)C family spore germination protein
gene-ACSAL1_RS16835	WP_022553879.1		bifunctional glycosyltransferase family 2 protein/class I SAM-dependent methyltransferase
gene-ACSAL1_RS16840	WP_007407509.1		sugar porter family MFS transporter
gene-ACSAL1_RS16845	WP_014419036.1		LCP family protein
gene-ACSAL1_RS16850	WP_072177025.1		Cof-type HAD-IIB family hydrolase
gene-ACSAL1_RS16855	WP_174532741.1		sunset domain-containing protein
gene-ACSAL1_RS16860	WP_209387661.1		C40 family peptidase
gene-ACSAL1_RS16865	WP_003151344.1	edmS	extrachromosomal elements maintenance protein EdmS
gene-ACSAL1_RS16870	WP_007614174.1		CapA family protein
gene-ACSAL1_RS16875	WP_003151340.1	pgsC	poly-gamma-glutamate biosynthesis protein PgsC
gene-ACSAL1_RS16880	WP_003151337.1	pgsB	poly-gamma-glutamate synthase PgsB
gene-ACSAL1_RS16885	WP_022553884.1		spore germination protein
gene-ACSAL1_RS16890	WP_012118599.1		GerAB/ArcD/ProY family transporter
gene-ACSAL1_RS16895	WP_014419042.1		Ger(x)C family spore germination protein
gene-ACSAL1_RS16900	WP_209387662.1		LacI family DNA-binding transcriptional regulator
gene-ACSAL1_RS16905	WP_022553886.1	rbsK	ribokinase
gene-ACSAL1_RS16910	WP_095060222.1	rbsD	D-ribose pyranase
gene-ACSAL1_RS16915	WP_014419046.1		sugar ABC transporter ATP-binding protein
gene-ACSAL1_RS16920	WP_053285355.1	rbsC	ribose ABC transporter permease RbsC
gene-ACSAL1_RS16925	WP_007407524.1	rbsB	ribose ABC transporter substrate-binding protein RbsB
gene-ACSAL1_RS16930	WP_021494846.1		SH3 domain-containing protein
gene-ACSAL1_RS16935	WP_020956445.1		NAD(P)H-dependent oxidoreductase
gene-ACSAL1_RS16940	WP_003151318.1	budA	acetolactate decarboxylase
gene-ACSAL1_RS16945	WP_209387663.1	alsS	acetolactate synthase AlsS
gene-ACSAL1_RS16950	WP_007407528.1	alsR	acetoin biosynthesis transcriptional regulator AlsR
gene-ACSAL1_RS16955	WP_021494843.1		arsenic transporter
gene-ACSAL1_RS16960	WP_007407530.1		hypothetical protein
gene-ACSAL1_RS16965	WP_209387664.1		spore coat protein
gene-ACSAL1_RS16970	WP_014419050.1		CotH kinase family protein
gene-ACSAL1_RS16975	WP_029972849.1		CotG/ExsB N-terminal domain-containing protein
gene-ACSAL1_RS16980	WP_014419051.1		flavin reductase family protein
