gene_id	protein_id	gene_symbol	product
gene-ACZ0AN_RS17080	WP_020452827.1		NupC/NupG family nucleoside CNT transporter
gene-ACZ0AN_RS17085	WP_003184941.1		YuzB family protein
gene-ACZ0AN_RS17090	WP_020452828.1		NAD(P)/FAD-dependent oxidoreductase
gene-ACZ0AN_RS17095	WP_048350786.1		iron chaperone
gene-ACZ0AN_RS17100	WP_105981203.1		dienelactone hydrolase family protein
gene-ACZ0AN_RS17105	WP_154495611.1		hypothetical protein
gene-ACZ0AN_RS17110	WP_020452833.1		Rap family tetratricopeptide repeat protein
gene-ACZ0AN_RS17115	WP_009329528.1		phenolic acid decarboxylase
gene-ACZ0AN_RS17120	WP_023856183.1		hypothetical protein
gene-ACZ0AN_RS17125	WP_003184955.1		YuzD family protein
gene-ACZ0AN_RS17130			NifU family protein
gene-ACZ0AN_RS17135	WP_020452836.1		S9 family peptidase
gene-ACZ0AN_RS17140	WP_020452837.1	thrB	homoserine kinase
gene-ACZ0AN_RS17145	WP_023856186.1	thrC	threonine synthase
gene-ACZ0AN_RS17150	WP_020452839.1		homoserine dehydrogenase
gene-ACZ0AN_RS17155	WP_249726868.1		2-hydroxyacid dehydrogenase
gene-ACZ0AN_RS17160	WP_080131493.1	yutH	spore coat putative kinase YutH
gene-ACZ0AN_RS17165	WP_020452842.1		phosphatidylglycerophosphatase A family protein
gene-ACZ0AN_RS17170	WP_020452843.1		TIGR01457 family HAD-type hydrolase
gene-ACZ0AN_RS17175	WP_023856189.1		DUF86 domain-containing protein
gene-ACZ0AN_RS17180	WP_003184977.1		YutD family protein
gene-ACZ0AN_RS17185	WP_020452845.1		YhcN/YlaJ family sporulation lipoprotein
gene-ACZ0AN_RS17190	WP_256163556.1	lipA	lipoyl synthase
gene-ACZ0AN_RS17195	WP_023856191.1		M23 family metallopeptidase
gene-ACZ0AN_RS17200	WP_075213876.1		methionine/alanine import family NSS transporter small subunit
gene-ACZ0AN_RS17205	WP_095292345.1		sodium-dependent transporter
gene-ACZ0AN_RS17210	WP_023856193.1	yunB	sporulation protein YunB
gene-ACZ0AN_RS17215	WP_023856194.1		YunC family protein
gene-ACZ0AN_RS17220	WP_025809804.1		bifunctional metallophosphatase/5'-nucleotidase
gene-ACZ0AN_RS17225	WP_026580074.1		sulfite exporter TauE/SafE family protein
gene-ACZ0AN_RS17230	WP_020452851.1		DUF72 domain-containing protein
gene-ACZ0AN_RS17235	WP_041817309.1		membrane protein
gene-ACZ0AN_RS17240	WP_020452853.1		TetR/AcrR family transcriptional regulator
gene-ACZ0AN_RS17245	WP_023856197.1		hypothetical protein
gene-ACZ0AN_RS17250			pyridoxal-phosphate-dependent aminotransferase family protein
gene-ACZ0AN_RS17255	WP_023856199.1		PucR family transcriptional regulator
gene-ACZ0AN_RS17260	WP_020452856.1		MFS transporter
gene-ACZ0AN_RS17265	WP_023856201.1		YfcC family protein
gene-ACZ0AN_RS17270	WP_023856202.1		anthranilate phosphoribosyltransferase
gene-ACZ0AN_RS17275	WP_020452859.1		endonuclease I family protein
gene-ACZ0AN_RS17280	WP_023856203.1		FAD binding domain-containing protein
gene-ACZ0AN_RS17285	WP_023856205.1		NAD(P)/FAD-dependent oxidoreductase
gene-ACZ0AN_RS17290	WP_020452862.1		DMT family transporter
gene-ACZ0AN_RS17295	WP_023856206.1		hypothetical protein
gene-ACZ0AN_RS17300	WP_065643726.1		Rap family tetratricopeptide repeat protein
gene-ACZ0AN_RS17305	WP_025809825.1		hypothetical protein
gene-ACZ0AN_RS17310	WP_020452865.1	sufB	Fe-S cluster assembly protein SufB
gene-ACZ0AN_RS17315	WP_020452866.1	sufU	Fe-S cluster assembly sulfur transfer protein SufU
gene-ACZ0AN_RS17320	WP_020452867.1	sufS	cysteine desulfurase SufS
gene-ACZ0AN_RS17325	WP_023856210.1	sufD	Fe-S cluster assembly protein SufD
gene-ACZ0AN_RS17330	WP_020452869.1	sufC	Fe-S cluster assembly ATPase SufC
gene-ACZ0AN_RS17335	WP_023856211.1		cation diffusion facilitator family transporter
gene-ACZ0AN_RS17340	WP_031305044.1		carboxymuconolactone decarboxylase family protein
gene-ACZ0AN_RS17345	WP_023856213.1	metQ	methionine ABC transporter substrate-binding lipoprotein MetQ
gene-ACZ0AN_RS17350	WP_003185053.1		methionine ABC transporter permease
gene-ACZ0AN_RS17355	WP_023856214.1	metN	methionine ABC transporter ATP-binding protein MetN
gene-ACZ0AN_RS17360	WP_020452875.1		SCP2 sterol-binding domain-containing protein
gene-ACZ0AN_RS17365	WP_026580080.1		thioredoxin family protein
gene-ACZ0AN_RS17370	WP_023856216.1		toprim domain-containing protein
gene-ACZ0AN_RS17375	WP_020452878.1		YusG family protein
gene-ACZ0AN_RS17380	WP_020452879.1	gcvH	glycine cleavage system protein GcvH
gene-ACZ0AN_RS17385	WP_020452880.1		arsenate reductase family protein
gene-ACZ0AN_RS17390	WP_249726866.1		acyl-CoA dehydrogenase family protein
gene-ACZ0AN_RS17395	WP_025809838.1		acetyl-CoA C-acetyltransferase
gene-ACZ0AN_RS17400	WP_146874768.1		3-hydroxyacyl-CoA dehydrogenase/enoyl-CoA hydratase family protein
gene-ACZ0AN_RS17405	WP_020452884.1		YuzL family protein
gene-ACZ0AN_RS17410	WP_023856221.1		hypothetical protein
gene-ACZ0AN_RS17415	WP_009329552.1		spore coat protein
gene-ACZ0AN_RS17420	WP_020452886.1		YusU family protein
gene-ACZ0AN_RS17425	WP_023856222.1		IucA/IucC family C-terminal-domain containing protein
gene-ACZ0AN_RS17430	WP_020452888.1		ABC transporter ATP-binding protein
gene-ACZ0AN_RS17435	WP_035400297.1		FecCD family ABC transporter permease
gene-ACZ0AN_RS17440	WP_020452890.1		FecCD family ABC transporter permease
gene-ACZ0AN_RS17445	WP_020452891.1		ABC transporter substrate-binding protein
gene-ACZ0AN_RS17450	WP_020452892.1		YusW family protein
gene-ACZ0AN_RS17455	WP_026580085.1		M3 family oligoendopeptidase
gene-ACZ0AN_RS17460	WP_463315581.1		D-alanyl-D-alanine carboxypeptidase family protein
gene-ACZ0AN_RS17465	WP_023856223.1		oxidoreductase
gene-ACZ0AN_RS17470	WP_020452896.1		Dps family protein
gene-ACZ0AN_RS17475	WP_095292314.1		S1C family serine protease
gene-ACZ0AN_RS17480	WP_023856226.1		response regulator transcription factor
gene-ACZ0AN_RS17485	WP_026580088.1		sensor histidine kinase
gene-ACZ0AN_RS17490	WP_023856228.1	spxO	anti-adapter protein SpxO
gene-ACZ0AN_RS17495	WP_023856229.1		TetR/AcrR family transcriptional regulator
gene-ACZ0AN_RS17500	WP_249726864.1	fumC	class II fumarate hydratase
gene-ACZ0AN_RS17505	WP_020452898.1		YvzF family protein
gene-ACZ0AN_RS17510	WP_020452899.1		spore germination protein
gene-ACZ0AN_RS17515	WP_249726855.1		endospore germination permease
gene-ACZ0AN_RS17520	WP_249726853.1		Ger(x)C family spore germination protein
gene-ACZ0AN_RS17525	WP_130569244.1		hypothetical protein
gene-ACZ0AN_RS17530	WP_249726851.1		response regulator
gene-ACZ0AN_RS17535	WP_023856232.1	liaS	two-component system sensor histidine kinase LiaS
gene-ACZ0AN_RS17540	WP_130569246.1	liaF	cell wall-active antibiotics response protein LiaF
gene-ACZ0AN_RS17545	WP_195258462.1	liaG	LiaG family protein
gene-ACZ0AN_RS17550	WP_023856235.1	liaH	stress responsive protein LiaH
gene-ACZ0AN_RS17555	WP_023856236.1		protein liaI
gene-ACZ0AN_RS17560	WP_249726849.1		pectinesterase family protein
gene-ACZ0AN_RS17565	WP_249726847.1		cob(I)yrinic acid a%2Cc-diamide adenosyltransferase
gene-ACZ0AN_RS17570	WP_249726845.1		SDR family NAD(P)-dependent oxidoreductase
gene-ACZ0AN_RS17575			4-hydroxythreonine-4-phosphate dehydrogenase PdxA
gene-ACZ0AN_RS17580	WP_249726842.1		sialidase family protein
gene-ACZ0AN_RS17585	WP_249726839.1		sodium:solute symporter family protein
gene-ACZ0AN_RS17590	WP_023856244.1		iron-containing alcohol dehydrogenase
gene-ACZ0AN_RS17595	WP_023856245.1	dapA	4-hydroxy-tetrahydrodipicolinate synthase
gene-ACZ0AN_RS17600	WP_023856246.1		ABC transporter ATP-binding protein
gene-ACZ0AN_RS17605	WP_214485311.1		FecCD family ABC transporter permease
gene-ACZ0AN_RS17610	WP_023856248.1		ABC transporter substrate-binding protein
gene-ACZ0AN_RS17615	WP_151253352.1		GntR family transcriptional regulator
gene-ACZ0AN_RS17620	WP_023856250.1		SDR family NAD(P)-dependent oxidoreductase
gene-ACZ0AN_RS17625	WP_105981220.1		MOSC domain-containing protein
gene-ACZ0AN_RS17630	WP_128822977.1		LysR family transcriptional regulator
gene-ACZ0AN_RS17635	WP_161513271.1		glycoside hydrolase family 28 protein
gene-ACZ0AN_RS17640	WP_020452917.1		UxaA family hydrolase
gene-ACZ0AN_RS17645	WP_075212667.1		tagaturonate reductase
gene-ACZ0AN_RS17650	WP_020452919.1		LacI family DNA-binding transcriptional regulator
gene-ACZ0AN_RS17655	WP_373367302.1		glycoside-pentoside-hexuronide (GPH):cation symporter
gene-ACZ0AN_RS17660	WP_020452921.1	uxaC	glucuronate isomerase
gene-ACZ0AN_RS17665	WP_020452922.1		sensor histidine kinase
gene-ACZ0AN_RS17670	WP_020452923.1		response regulator transcription factor
gene-ACZ0AN_RS17675	WP_043054605.1		ABC transporter ATP-binding protein
gene-ACZ0AN_RS17680	WP_023856259.1		FecCD family ABC transporter permease
gene-ACZ0AN_RS17685	WP_023856260.1		FecCD family ABC transporter permease
gene-ACZ0AN_RS17690	WP_020452927.1		amino acid permease
gene-ACZ0AN_RS17695	WP_003185183.1	sspJ	small acid-soluble spore protein SspJ
gene-ACZ0AN_RS17700	WP_023856262.1		metal-dependent hydrolase
gene-ACZ0AN_RS17705	WP_065643738.1		LTA synthase family protein
gene-ACZ0AN_RS17710	WP_023856264.1		MDR family MFS transporter
gene-ACZ0AN_RS17715	WP_020452931.1		aldo/keto reductase
gene-ACZ0AN_RS17720	WP_020452932.1		ROK family protein
gene-ACZ0AN_RS17725	WP_020452933.1		aminotransferase class V-fold PLP-dependent enzyme
gene-ACZ0AN_RS17730	WP_249726832.1		DUF5412 domain-containing protein
gene-ACZ0AN_RS17735	WP_249726830.1		alpha/beta fold hydrolase
gene-ACZ0AN_RS17740	WP_463315582.1	helD	RNA polymerase recycling motor HelD
gene-ACZ0AN_RS17745	WP_003185205.1		trimeric intracellular cation channel family protein
gene-ACZ0AN_RS17750	WP_249726826.1		GrpB family protein
gene-ACZ0AN_RS17755	WP_249726824.1		GNAT family N-acetyltransferase
gene-ACZ0AN_RS17760	WP_003185211.1		disulfide oxidoreductase
gene-ACZ0AN_RS17765	WP_020452939.1		thioredoxin domain-containing protein
gene-ACZ0AN_RS17770	WP_033155028.1		heavy metal translocating P-type ATPase
gene-ACZ0AN_RS17775	WP_025809903.1		ABC transporter substrate-binding protein
gene-ACZ0AN_RS17780	WP_249726822.1		carbohydrate ABC transporter permease
gene-ACZ0AN_RS17785	WP_023856275.1		carbohydrate ABC transporter permease
gene-ACZ0AN_RS17790	WP_249726820.1	yicI	alpha-xylosidase
gene-ACZ0AN_RS17795	WP_249726817.1		glycoside hydrolase family 3 C-terminal domain-containing protein
gene-ACZ0AN_RS17800	WP_249726815.1		metal ABC transporter ATP-binding protein
gene-ACZ0AN_RS17805	WP_020452947.1		metal ABC transporter permease
gene-ACZ0AN_RS17810	WP_035337699.1		metal ABC transporter substrate-binding protein
gene-ACZ0AN_RS17815	WP_020452949.1		four-helix bundle copper-binding protein
gene-ACZ0AN_RS17820	WP_003185233.1		MurR/RpiR family transcriptional regulator
gene-ACZ0AN_RS17825	WP_023856281.1	pfkB	1-phosphofructokinase
gene-ACZ0AN_RS17830	WP_025809917.1		PTS fructose transporter subunit IIC
gene-ACZ0AN_RS17835	WP_023856283.1		PTS sugar transporter subunit IIA
gene-ACZ0AN_RS17840	WP_023856284.1		tagatose bisphosphate family class II aldolase
gene-ACZ0AN_RS17845	WP_023856286.1		hypothetical protein
gene-ACZ0AN_RS17850	WP_025810763.1		heavy metal translocating P-type ATPase
gene-ACZ0AN_RS17855	WP_020452955.1	copZ	copper chaperone CopZ
gene-ACZ0AN_RS17860	WP_020452956.1	csoR	copper-sensing transcriptional repressor CsoR
gene-ACZ0AN_RS17865	WP_023856287.1		DJ-1/PfpI family protein
gene-ACZ0AN_RS17870	WP_020452957.1		DeoR/GlpR family DNA-binding transcription regulator
gene-ACZ0AN_RS17875	WP_249726814.1		rhamnulokinase
gene-ACZ0AN_RS17880	WP_179289527.1	rhaI	L-rhamnose isomerase
gene-ACZ0AN_RS17885	WP_095292216.1		sensory rhodopsin transducer
gene-ACZ0AN_RS17890	WP_020452961.1		bifunctional rhamnulose-1-phosphate aldolase/short-chain dehydrogenase
gene-ACZ0AN_RS17895	WP_023856293.1		MFS transporter
gene-ACZ0AN_RS17900	WP_020452963.1		MFS transporter
gene-ACZ0AN_RS17905	WP_020452964.1		tRNA-dependent cyclodipeptide synthase
gene-ACZ0AN_RS17910	WP_020452965.1		cytochrome P450%2C cyclodipeptide synthase-associated
gene-ACZ0AN_RS17915	WP_020452966.1		metallopeptidase
gene-ACZ0AN_RS17920	WP_020452967.1		MarR family transcriptional regulator
gene-ACZ0AN_RS17925	WP_020452968.1		amidase
gene-ACZ0AN_RS17930	WP_020452969.1		oxidoreductase
gene-ACZ0AN_RS17935	WP_020452970.1		FMN-dependent NADH-azoreductase
gene-ACZ0AN_RS17940	WP_020452971.1	trhO	oxygen-dependent tRNA uridine(34) hydroxylase TrhO
gene-ACZ0AN_RS17945	WP_228767692.1		hypothetical protein
gene-ACZ0AN_RS17950	WP_020452972.1		sigma-70 family RNA polymerase sigma factor
gene-ACZ0AN_RS17955	WP_020452973.1		YvrJ family protein
gene-ACZ0AN_RS17960	WP_020452974.1		oxalate decarboxylase family bicupin
gene-ACZ0AN_RS17965	WP_020452975.1		YrvL family regulatory protein
gene-ACZ0AN_RS17970	WP_020452976.1		DUF6022 family protein
gene-ACZ0AN_RS17975	WP_095292208.1		alpha/beta fold hydrolase
gene-ACZ0AN_RS17980	WP_044803292.1	xynC	glucuronoarabinoxylan endo-1%2C4-beta-xylanase XynC
gene-ACZ0AN_RS17985	WP_095292205.1		glycoside hydrolase family 43 protein
gene-ACZ0AN_RS17990	WP_153247050.1		hypothetical protein
gene-ACZ0AN_RS17995	WP_020452980.1		YcxB family protein
gene-ACZ0AN_RS18000	WP_023856311.1		hypothetical protein
gene-ACZ0AN_RS18005	WP_095292203.1		ribonuclease YeeF family protein
gene-ACZ0AN_RS18010	WP_003185302.1		hypothetical protein
gene-ACZ0AN_RS18015			peptidoglycan-binding domain-containing protein
gene-ACZ0AN_RS18025	WP_009329604.1	smpB	SsrA-binding protein SmpB
gene-ACZ0AN_RS18030	WP_059230941.1	rnr	ribonuclease R
gene-ACZ0AN_RS18035	WP_035337713.1		alpha/beta hydrolase
gene-ACZ0AN_RS18040	WP_003185418.1	secG	preprotein translocase subunit SecG
gene-ACZ0AN_RS18045	WP_020452985.1		AbrB/MazE/SpoVT family DNA-binding domain-containing protein
gene-ACZ0AN_RS18050	WP_164470226.1		helix-turn-helix domain-containing protein
gene-ACZ0AN_RS18055	WP_095292405.1		transcriptional regulator
gene-ACZ0AN_RS18060	WP_023856314.1		helix-turn-helix domain-containing protein
gene-ACZ0AN_RS18065	WP_020452989.1		ABC transporter permease
gene-ACZ0AN_RS18070	WP_463315583.1		osmoprotectant ABC transporter substrate-binding protein
gene-ACZ0AN_RS18075	WP_035337716.1		ABC transporter permease
gene-ACZ0AN_RS18080	WP_020452992.1		betaine/proline/choline family ABC transporter ATP-binding protein
gene-ACZ0AN_RS18085	WP_020452993.1		GbsR/MarR family transcriptional regulator
gene-ACZ0AN_RS18090	WP_020452994.1		NAAT family transporter
gene-ACZ0AN_RS18095	WP_026580124.1		zinc ribbon domain-containing protein
gene-ACZ0AN_RS18100	WP_095292199.1		VOC family protein
gene-ACZ0AN_RS18105	WP_095292197.1		zinc ribbon domain-containing protein
gene-ACZ0AN_RS18110	WP_065644304.1		ABC transporter substrate-binding protein
gene-ACZ0AN_RS18115			methyl-accepting chemotaxis protein
gene-ACZ0AN_RS18120	WP_079289207.1		hypothetical protein
gene-ACZ0AN_RS18125	WP_221175459.1		putative holin-like toxin
gene-ACZ0AN_RS18130	WP_026580127.1		type 1 glutamine amidotransferase family protein
gene-ACZ0AN_RS18135	WP_020453001.1	eno	phosphopyruvate hydratase
gene-ACZ0AN_RS18140	WP_020453002.1	gpmI	2%2C3-bisphosphoglycerate-independent phosphoglycerate mutase
gene-ACZ0AN_RS18145	WP_020453003.1	tpiA	triose-phosphate isomerase
gene-ACZ0AN_RS18150	WP_020453004.1		phosphoglycerate kinase
gene-ACZ0AN_RS18155	WP_020453005.1	gap	type I glyceraldehyde-3-phosphate dehydrogenase
gene-ACZ0AN_RS18160	WP_020453006.1		sugar-binding transcriptional regulator
gene-ACZ0AN_RS18165			hypothetical protein
gene-ACZ0AN_RS18170	WP_095292188.1		LLM class flavin-dependent oxidoreductase
gene-ACZ0AN_RS18175	WP_020453008.1		amino acid permease
gene-ACZ0AN_RS18180	WP_025810743.1		hypothetical protein
gene-ACZ0AN_RS18185	WP_023856326.1		ABC transporter ATP-binding protein
gene-ACZ0AN_RS18190	WP_020453011.1		ABC transporter permease subunit
gene-ACZ0AN_RS18195	WP_020453012.1		LutC/YkgG family protein
gene-ACZ0AN_RS18200	WP_095292181.1		LutB/LldF family L-lactate oxidation iron-sulfur protein
gene-ACZ0AN_RS18205	WP_020453014.1		(Fe-S)-binding protein
gene-ACZ0AN_RS18210	WP_023856328.1	lutR	L-lactate utilization/bacilysin biosynthesis transcriptional regulator LutR
gene-ACZ0AN_RS18215	WP_020453016.1	lutP	L-lactate permease LutP
gene-ACZ0AN_RS18220	WP_446473922.1	rpoN	RNA polymerase factor sigma-54
gene-ACZ0AN_RS18225	WP_003185491.1	yvfG	protein YvfG
gene-ACZ0AN_RS18230	WP_035337735.1		polysaccharide pyruvyl transferase family protein
gene-ACZ0AN_RS18235	WP_095292176.1		DegT/DnrJ/EryC1/StrS family aminotransferase
gene-ACZ0AN_RS18240	WP_095292172.1		acetyltransferase
gene-ACZ0AN_RS18245	WP_025810736.1		sugar transferase
gene-ACZ0AN_RS18250	WP_231005573.1		MATE family efflux transporter
gene-ACZ0AN_RS18255	WP_095292169.1		glycosyltransferase
gene-ACZ0AN_RS18260	WP_020453024.1		polysaccharide pyruvyl transferase family protein
gene-ACZ0AN_RS18265	WP_095292166.1		glycosyltransferase family 2 protein
gene-ACZ0AN_RS18270	WP_020453026.1		EpsG family protein
gene-ACZ0AN_RS18275	WP_249726811.1		glycosyltransferase family 1 protein
gene-ACZ0AN_RS18280	WP_020453028.1		glycosyltransferase family 2 protein
gene-ACZ0AN_RS18285	WP_249726809.1		glycosyltransferase family 4 protein
gene-ACZ0AN_RS18290	WP_025810731.1		polysaccharide biosynthesis protein
gene-ACZ0AN_RS18295	WP_020453031.1		CpsD/CapB family tyrosine-protein kinase
gene-ACZ0AN_RS18300	WP_025810730.1		YveK family protein
gene-ACZ0AN_RS18305	WP_023856335.1	slrR	HTH-type transcriptional regulator SlrR
gene-ACZ0AN_RS18310	WP_023856337.1		NAD(P)H-dependent oxidoreductase
gene-ACZ0AN_RS18315	WP_023856339.1		MFS transporter
gene-ACZ0AN_RS18320	WP_025810729.1		phosphoglycerate dehydrogenase
gene-ACZ0AN_RS18325	WP_020453037.1	pdxA	4-hydroxythreonine-4-phosphate dehydrogenase PdxA
gene-ACZ0AN_RS18330	WP_020453038.1		four-carbon acid sugar kinase family protein
gene-ACZ0AN_RS18335	WP_020453039.1		iron-containing alcohol dehydrogenase
gene-ACZ0AN_RS18340	WP_463315584.1	dapA	4-hydroxy-tetrahydrodipicolinate synthase
gene-ACZ0AN_RS18345	WP_026580143.1		PrpR N-terminal domain-containing protein
gene-ACZ0AN_RS18350	WP_245117688.1		winged helix-turn-helix transcriptional regulator
gene-ACZ0AN_RS18355	WP_020453043.1		NADH-dependent flavin oxidoreductase
gene-ACZ0AN_RS18360	WP_020453044.1		glycoside hydrolase family 68 protein
gene-ACZ0AN_RS18365	WP_463315585.1		glycoside hydrolase family 32 protein
gene-ACZ0AN_RS18370	WP_164468296.1		hypothetical protein
gene-ACZ0AN_RS18380	WP_249176094.1		NINE protein
gene-ACZ0AN_RS18385	WP_003185550.1	clpP	ATP-dependent Clp endopeptidase proteolytic subunit ClpP
gene-ACZ0AN_RS18390	WP_065644290.1		LOG family protein
gene-ACZ0AN_RS18395	WP_020453047.1		MazG nucleotide pyrophosphohydrolase domain-containing protein
gene-ACZ0AN_RS18400	WP_105981247.1		HD domain-containing protein
gene-ACZ0AN_RS18405	WP_020453049.1		SulP family inorganic anion transporter
gene-ACZ0AN_RS18410	WP_020453050.1		beta-class carbonic anhydrase
gene-ACZ0AN_RS18415	WP_026580149.1		2-hydroxyacid dehydrogenase
gene-ACZ0AN_RS18420	WP_145654562.1		flavin reductase family protein
gene-ACZ0AN_RS18425	WP_048350579.1		ArsR/SmtB family transcription factor
gene-ACZ0AN_RS18430	WP_026580150.1		ribonuclease
gene-ACZ0AN_RS18435	WP_020453055.1		barstar family protein
gene-ACZ0AN_RS18440	WP_035337756.1		arylamine N-acetyltransferase
gene-ACZ0AN_RS18445	WP_020453057.1		HPr family phosphocarrier protein
gene-ACZ0AN_RS18450	WP_020453058.1	whiA	DNA-binding protein WhiA
gene-ACZ0AN_RS18455	WP_023856351.1		gluconeogenesis factor YvcK family protein
gene-ACZ0AN_RS18460	WP_020453060.1	rapZ	RNase adapter RapZ
gene-ACZ0AN_RS18465	WP_026580154.1		8-oxo-dGTP diphosphatase
gene-ACZ0AN_RS18470	WP_039073038.1	trxB	thioredoxin-disulfide reductase
gene-ACZ0AN_RS18475	WP_039073039.1		tetratricopeptide repeat protein
gene-ACZ0AN_RS18480	WP_095292130.1		GNAT family N-acetyltransferase
gene-ACZ0AN_RS18485	WP_096748337.1	hisIE	bifunctional phosphoribosyl-AMP cyclohydrolase/phosphoribosyl-ATP diphosphatase HisIE
gene-ACZ0AN_RS18490	WP_023856356.1	hisF	imidazole glycerol phosphate synthase subunit HisF
gene-ACZ0AN_RS18495	WP_101561430.1	hisA	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase
gene-ACZ0AN_RS18500	WP_039073040.1	hisH	imidazole glycerol phosphate synthase subunit HisH
gene-ACZ0AN_RS18505	WP_023856359.1	hisB	imidazoleglycerol-phosphate dehydratase HisB
gene-ACZ0AN_RS18510	WP_023856360.1	hisD	histidinol dehydrogenase
gene-ACZ0AN_RS18515	WP_023856361.1	hisG	ATP phosphoribosyltransferase
gene-ACZ0AN_RS18520	WP_249726791.1		ATP phosphoribosyltransferase regulatory subunit
gene-ACZ0AN_RS18525	WP_145654568.1		C39 family peptidase
gene-ACZ0AN_RS18530	WP_020453073.1		pectate lyase
gene-ACZ0AN_RS18535	WP_023856365.1		acyltransferase
gene-ACZ0AN_RS18540	WP_025810719.1	ppaX	pyrophosphatase PpaX
gene-ACZ0AN_RS18545	WP_026580159.1		nucleoside recognition domain-containing protein
gene-ACZ0AN_RS18550	WP_020453077.1	lgt	prolipoprotein diacylglyceryl transferase
gene-ACZ0AN_RS18555	WP_249726789.1	hprK	HPr(Ser) kinase/phosphatase
gene-ACZ0AN_RS18560	WP_023856369.1		MarR family transcriptional regulator
gene-ACZ0AN_RS18565	WP_035337765.1		MFS transporter
gene-ACZ0AN_RS18570	WP_249726786.1		lamin tail domain-containing metallophosphoesterase family protein
gene-ACZ0AN_RS18575	WP_023856370.1		phage holin family protein
gene-ACZ0AN_RS18580	WP_020453083.1		PspC domain-containing protein
gene-ACZ0AN_RS18585	WP_020453084.1		DUF4097 family beta strand repeat-containing protein
gene-ACZ0AN_RS18590	WP_020453085.1		DUF4870 domain-containing protein
gene-ACZ0AN_RS18595	WP_023856371.1		hypothetical protein
gene-ACZ0AN_RS18600	WP_031305052.1		VOC family protein
gene-ACZ0AN_RS18605	WP_020453087.1	uvrA	excinuclease ABC subunit UvrA
gene-ACZ0AN_RS18610	WP_249726783.1	uvrB	excinuclease ABC subunit UvrB
gene-ACZ0AN_RS18615	WP_020453089.1		CsbA family protein
gene-ACZ0AN_RS18620	WP_020453090.1		DUF5316 domain-containing protein
gene-ACZ0AN_RS18625	WP_082021589.1		PDZ domain-containing protein
gene-ACZ0AN_RS18630	WP_003185659.1	swrA	swarming motility protein SwrAA
gene-ACZ0AN_RS18635	WP_025810711.1	ctpB	carboxy-terminal processing protease CtpB
gene-ACZ0AN_RS18640	WP_020453093.1		tartrate dehydrogenase
gene-ACZ0AN_RS18645	WP_035337775.1		murein hydrolase activator EnvC family protein
gene-ACZ0AN_RS18650	WP_035337777.1	ftsX	permease-like cell division protein FtsX
gene-ACZ0AN_RS18655	WP_003185670.1	ftsE	cell division ATP-binding protein FtsE
gene-ACZ0AN_RS18660	WP_020453096.1	cccB	cytochrome c551
gene-ACZ0AN_RS18665	WP_020453097.1		YitT family protein
gene-ACZ0AN_RS18670	WP_096748347.1	prfB	peptide chain release factor 2
gene-ACZ0AN_RS18670	WP_096748347.1	prfB	peptide chain release factor 2
gene-ACZ0AN_RS18675	WP_020453099.1	secA	preprotein translocase subunit SecA
gene-ACZ0AN_RS18680	WP_025810706.1	hpf	ribosome hibernation-promoting factor%2C HPF/YfiA family
gene-ACZ0AN_RS18685	WP_020453101.1		hypothetical protein
gene-ACZ0AN_RS18690	WP_020453102.1		flagellar protein FliT
gene-ACZ0AN_RS18695	WP_020453103.1	fliS	flagellar export chaperone FliS
gene-ACZ0AN_RS18700	WP_075212707.1		flagellar hook-associated protein 2
gene-ACZ0AN_RS18705	WP_020453105.1	flaG	flagellar protein FlaG
gene-ACZ0AN_RS18710	WP_075212708.1		hypothetical protein
gene-ACZ0AN_RS18715	WP_020453106.1	hag	flagellin Hag
gene-ACZ0AN_RS18720	WP_003185697.1	csrA	carbon storage regulator CsrA
gene-ACZ0AN_RS18725	WP_035337783.1	fliW	flagellar assembly protein FliW
gene-ACZ0AN_RS18730	WP_075212709.1		DUF6470 family protein
gene-ACZ0AN_RS18735	WP_075212710.1	flgL	flagellar hook-associated protein FlgL
gene-ACZ0AN_RS18740	WP_075212711.1	flgK	flagellar hook-associated protein FlgK
gene-ACZ0AN_RS18745	WP_075212712.1		flagellar protein FlgN
gene-ACZ0AN_RS18750	WP_020453113.1	flgM	flagellar biosynthesis anti-sigma factor FlgM
gene-ACZ0AN_RS18755	WP_020453114.1		TIGR03826 family flagellar region protein
gene-ACZ0AN_RS18760	WP_026580174.1		ComF family protein
gene-ACZ0AN_RS18765	WP_020453116.1	comFB	late competence protein ComFB
gene-ACZ0AN_RS18770	WP_249726780.1		ATP-dependent helicase ComFA
gene-ACZ0AN_RS18775	WP_020453118.1		DegV family protein
gene-ACZ0AN_RS18780	WP_003185730.1	degU	two-component system response regulator DegU
gene-ACZ0AN_RS18785	WP_020453119.1		sensor histidine kinase
gene-ACZ0AN_RS18790	WP_023856394.1		YigZ family protein
gene-ACZ0AN_RS18795	WP_026580176.1		LCP family protein
gene-ACZ0AN_RS18800	WP_026580177.1		YunG family protein
gene-ACZ0AN_RS18805	WP_020453123.1		glycosyltransferase family 4 protein
gene-ACZ0AN_RS18810	WP_026580178.1	tuaH	teichuronic acid biosynthesis protein TuaH
gene-ACZ0AN_RS18815	WP_026580179.1	tuaG	teichuronic acid biosynthesis protein TuaG
gene-ACZ0AN_RS18820	WP_035337789.1	tuaF	teichuronic acid biosynthesis protein TuaF
