ve_protein	pa_protein	ve_gene	ve_log2FC	pa_gene	pa_log2FC	response_class
WP_209387387.1	WP_023857433.1	gene-ACSAL1_RS10525	1.3653232423063832	gene-ACZ0AN_RS11965	-1.0908880674175765	opposite
WP_209387714.1	WP_463315608.1	gene-ACSAL1_RS18075	2.2291589738329782	gene-ACZ0AN_RS01170	-3.265963004798707	opposite
WP_003154256.1	WP_020451391.1	gene-ACSAL1_RS08265	2.800364198316868	gene-ACZ0AN_RS08965	3.3077978853449346	conserved_up
WP_003154813.1	WP_026579849.1	gene-ACSAL1_RS06535	2.654590525131063	gene-ACZ0AN_RS07050	-3.3189288425597177	opposite
WP_012118670.1	WP_094777382.1	gene-ACSAL1_RS17490	1.2934524338336115	gene-ACZ0AN_RS19690	-3.159543353964161	opposite
WP_012118762.1	WP_023856957.1	gene-ACSAL1_RS18185	-1.32798715998512	gene-ACZ0AN_RS20285	-2.272010136569734	conserved_down
WP_014417049.1	WP_229129461.1	gene-ACSAL1_RS02975	-4.989698091990646	gene-ACZ0AN_RS04560	-1.1472407121227914	conserved_down
WP_072177665.1	WP_096748019.1	gene-ACSAL1_RS09280	-3.4148839884875617	gene-ACZ0AN_RS07085	-1.3241911366511074	conserved_down
WP_095060814.1	WP_023857403.1	gene-ACSAL1_RS10265	-1.0233882040207214	gene-ACZ0AN_RS11720	1.2873527445537212	opposite
WP_115941249.1	WP_463315605.1	gene-ACSAL1_RS00455	1.279205898789943	gene-ACZ0AN_RS00470	1.0720781501968235	conserved_up
WP_209387606.1	WP_035337735.1	gene-ACSAL1_RS16075	-5.304053247834244	gene-ACZ0AN_RS18230	-7.372771665535743	conserved_down
WP_209387610.1	WP_020453024.1	gene-ACSAL1_RS16105	-4.627131284848838	gene-ACZ0AN_RS18260	-7.2261011820334815	conserved_down
WP_209387645.1	WP_026580178.1	gene-ACSAL1_RS16705	1.964022544178414	gene-ACZ0AN_RS18810	-1.6095770253041737	opposite
WP_209388186.1	WP_026579780.1	gene-ACSAL1_RS07290	-1.9584188577027124	gene-ACZ0AN_RS08015	-1.4100612002764974	conserved_down
WP_003151043.1	WP_035400430.1	gene-ACSAL1_RS17660	1.7040206343822075	gene-ACZ0AN_RS19780	1.828967395659849	conserved_up
WP_003151098.1	WP_145608064.1	gene-ACSAL1_RS17500	-1.4558620707375989	gene-ACZ0AN_RS19700	-1.1019484703010642	conserved_down
WP_003151172.1	WP_020453256.1	gene-ACSAL1_RS17330	-1.139982933092224	gene-ACZ0AN_RS19515	-3.070994633229761	conserved_down
WP_003152530.1	WP_003184229.1	gene-ACSAL1_RS13120	1.5248048833480463	gene-ACZ0AN_RS15205	-1.3879552511349222	opposite
WP_003152598.1	WP_020452477.1	gene-ACSAL1_RS12945	-1.3049235218505837	gene-ACZ0AN_RS15015	1.5589519592355838	opposite
WP_003152606.1	WP_079289277.1	gene-ACSAL1_RS12925	-2.6354942105560446	gene-ACZ0AN_RS14995	1.7586351782831176	opposite
WP_007407329.1	WP_020452967.1	gene-ACSAL1_RS06150	1.4858098818293932	gene-ACZ0AN_RS17920	-1.7708413937463243	opposite
WP_007407355.1	WP_026585626.1	gene-ACSAL1_RS09550	-2.016355438723119	gene-ACZ0AN_RS01125	1.3602468061327335	opposite
WP_012118473.1	WP_020452989.1	gene-ACSAL1_RS15850	4.497788556616006	gene-ACZ0AN_RS18065	-1.012236443237037	opposite
WP_014416724.1	WP_145645983.1	gene-ACSAL1_RS00325	-2.0192254673011587	gene-ACZ0AN_RS00340	3.4240345525107294	opposite
WP_015240174.1	WP_023855152.1	gene-ACSAL1_RS11355	-1.6246858234659882	gene-ACZ0AN_RS12945	-4.894316630369594	conserved_down
WP_017418085.1	WP_463315566.1	gene-ACSAL1_RS11160	-2.5713019657575265	gene-ACZ0AN_RS12800	-1.2802637223680269	conserved_down
WP_103527241.1	WP_023856662.1	gene-ACSAL1_RS05840	-1.3084654951068946	gene-ACZ0AN_RS06530	-1.577733947177928	conserved_down
WP_160216588.1	WP_033155028.1	gene-ACSAL1_RS15665	1.0547244517973966	gene-ACZ0AN_RS17770	1.449109313955821	conserved_up
WP_191389576.1	WP_020450596.1	gene-ACSAL1_RS04150	-11.195098894813908	gene-ACZ0AN_RS04475	3.605080464548224	opposite
WP_209388161.1	WP_463315675.1	gene-ACSAL1_RS06740	-3.2494489643743685	gene-ACZ0AN_RS07395	-2.4993873269668105	conserved_down
WP_209388236.1	WP_020451390.1	gene-ACSAL1_RS08260	3.4725054313654105	gene-ACZ0AN_RS08960	3.6796911097163822	conserved_up
WP_003156482.1	WP_003178343.1	gene-ACSAL1_RS00770	-1.3113869044712791	gene-ACZ0AN_RS00780	-1.0759711215952286	conserved_down
WP_003156732.1	WP_039073125.1	gene-ACSAL1_RS01245	-1.2127075755551286	gene-ACZ0AN_RS01240	7.017517169470331	opposite
WP_007407393.1	WP_020453031.1	gene-ACSAL1_RS16140	-6.158932079809196	gene-ACZ0AN_RS18295	-6.6385789092564265	conserved_down
WP_007614574.1	WP_020453353.1	gene-ACSAL1_RS18010	-2.658091998307382	gene-ACZ0AN_RS20020	1.9397287825662768	opposite
WP_012117400.1	WP_020451112.1	gene-ACSAL1_RS06780	1.4707027424431158	gene-ACZ0AN_RS07410	1.1640622727591128	conserved_up
WP_014418018.1	WP_463315692.1	gene-ACSAL1_RS09120	-1.3566104852423757	gene-ACZ0AN_RS10070	-1.128110370932544	conserved_down
WP_014418276.1	WP_023857476.1	gene-ACSAL1_RS10815	-4.085763274900326	gene-ACZ0AN_RS12270	-1.9669826673443105	conserved_down
WP_017417565.1	WP_026580390.1	gene-ACSAL1_RS06155	-4.056581530462951	gene-ACZ0AN_RS21215	-3.237853218681953	conserved_down
WP_017417934.1	WP_023856702.1	gene-ACSAL1_RS09520	-2.77387548914099	gene-ACZ0AN_RS06840	2.6638082172339512	opposite
WP_017418880.1	WP_020453586.1	gene-ACSAL1_RS16015	4.534655238283672	gene-ACZ0AN_RS21285	3.4380819760066843	conserved_up
WP_053285216.1	WP_026580633.1	gene-ACSAL1_RS04170	-5.641895983965248	gene-ACZ0AN_RS04495	1.7002237989663442	opposite
WP_072177123.1	WP_011197760.1	gene-ACSAL1_RS05720	1.8716559730511635	gene-ACZ0AN_RS06370	1.1596396710157753	conserved_up
WP_072177268.1	WP_020450979.1	gene-ACSAL1_RS13200	-2.863511195125348	gene-ACZ0AN_RS06780	-3.5605575553959428	conserved_down
WP_072177466.1	WP_219192392.1	gene-ACSAL1_RS15740	4.0107574628736655	gene-ACZ0AN_RS01660	1.6877375266949672	conserved_up
WP_209387737.1	WP_095291296.1	gene-ACSAL1_RS18400	3.067544482103943	gene-ACZ0AN_RS20755	3.599884255488605	conserved_up
WP_209388331.1	WP_025812022.1	gene-ACSAL1_RS06685	1.3726065950478916	gene-ACZ0AN_RS07345	-1.3375279001679892	opposite
WP_481748176.1	WP_223254842.1	gene-ACSAL1_RS06630	-6.915074070503004	gene-ACZ0AN_RS07270	-2.080417057175623	conserved_down
WP_004264624.1	WP_023855976.1	gene-ACSAL1_RS00400	-1.153786424088945	gene-ACZ0AN_RS00415	-1.5508668999540294	conserved_down
WP_004264660.1	WP_003178198.1	gene-ACSAL1_RS00310	-3.525556558158748	gene-ACZ0AN_RS00325	-2.134580376447448	conserved_down
WP_007407236.1	WP_073425569.1	gene-ACSAL1_RS06670	-1.1033540941970057	gene-ACZ0AN_RS07330	1.5441111958094058	opposite
WP_007611430.1	WP_020451393.1	gene-ACSAL1_RS08275	3.9940696941530094	gene-ACZ0AN_RS08975	3.2624271727740424	conserved_up
WP_007613424.1	WP_003184834.1	gene-ACSAL1_RS14675	1.705470435359267	gene-ACZ0AN_RS16825	2.1793719584024784	conserved_up
WP_209387474.1	WP_026579135.1	gene-ACSAL1_RS12820	-2.56843051063462	gene-ACZ0AN_RS14890	-1.1149064392155257	conserved_down
WP_209387477.1	WP_023855435.1	gene-ACSAL1_RS12930	-2.085965205896803	gene-ACZ0AN_RS15000	1.6794544053024325	opposite
WP_209388004.1	WP_309539798.1	gene-ACSAL1_RS04055	2.088500777645496	gene-ACZ0AN_RS04345	1.5046820075525442	conserved_up
WP_003155121.1	WP_023856619.1	gene-ACSAL1_RS05530	-1.5086547851029737	gene-ACZ0AN_RS06130	5.532628383760056	opposite
WP_003155168.1	WP_020453458.1	gene-ACSAL1_RS05375	-3.5908020030237653	gene-ACZ0AN_RS20590	-4.843089826321791	conserved_down
WP_003155205.1	WP_020450815.1	gene-ACSAL1_RS05270	1.392111982212684	gene-ACZ0AN_RS05740	-1.6220079813126158	opposite
WP_003156187.1	WP_003179128.1	gene-ACSAL1_RS02495	1.8202667120863905	gene-ACZ0AN_RS02825	1.104202234761822	conserved_up
WP_007408340.1	WP_020452152.1	gene-ACSAL1_RS11630	-1.8898012507950912	gene-ACZ0AN_RS13170	1.045650708927464	opposite
WP_007408346.1	WP_025811169.1	gene-ACSAL1_RS11565	-1.1732899667639745	gene-ACZ0AN_RS13100	-1.96515987120526	conserved_down
WP_007409532.1	WP_020451873.1	gene-ACSAL1_RS10130	-1.1780858496444555	gene-ACZ0AN_RS11580	2.421375478564936	opposite
WP_014417243.1	WP_020450630.1	gene-ACSAL1_RS04380	1.0693866116782105	gene-ACZ0AN_RS04680	1.042321883053299	conserved_up
WP_014418006.1	WP_224067360.1	gene-ACSAL1_RS09020	-5.938738416701198	gene-ACZ0AN_RS09915	-1.5090883583088348	conserved_down
WP_029973137.1	WP_023856670.1	gene-ACSAL1_RS05895	2.250454818324115	gene-ACZ0AN_RS06585	1.6151865424036524	conserved_up
WP_029974790.1	WP_105980644.1	gene-ACSAL1_RS01235	-4.325198573947126	gene-ACZ0AN_RS01230	3.6719838094077417	opposite
WP_029974845.1	WP_020449778.1	gene-ACSAL1_RS00105	2.194139027547008	gene-ACZ0AN_RS00120	-1.2956409439331436	opposite
WP_191389150.1	WP_144498830.1	gene-ACSAL1_RS14445	4.679494986978738	gene-ACZ0AN_RS16605	2.9078278432493185	conserved_up
WP_209387363.1	WP_341045444.1	gene-ACSAL1_RS19500	-3.4477764211995146	gene-ACZ0AN_RS09965	-1.505989903339306	conserved_down
WP_209387952.1	WP_095292983.1	gene-ACSAL1_RS03265	1.761633347001195	gene-ACZ0AN_RS03500	-4.309510473591397	opposite
WP_003152509.1	WP_101561172.1	gene-ACSAL1_RS13185	-2.9576292793111807	gene-ACZ0AN_RS15270	-1.0706485468721765	conserved_down
WP_003153553.1	WP_020451903.1	gene-ACSAL1_RS10320	1.8105102411149507	gene-ACZ0AN_RS11755	1.1355684857703972	conserved_up
WP_014417163.1	WP_095292898.1	gene-ACSAL1_RS03795	-1.258578527454299	gene-ACZ0AN_RS04080	3.105758366015483	opposite
WP_017418119.1	WP_020452123.1	gene-ACSAL1_RS11450	3.372993806845316	gene-ACZ0AN_RS13010	5.0403480012767234	conserved_up
WP_079891065.1	WP_023856206.1	gene-ACSAL1_RS07100	2.11477180350883	gene-ACZ0AN_RS17295	-2.214427526677781	opposite
WP_209387696.1	WP_025810622.1	gene-ACSAL1_RS17740	1.779168758728631	gene-ACZ0AN_RS19820	-1.8521797307436456	opposite
WP_209388308.1	WP_463315699.1	gene-ACSAL1_RS09480	-5.3843961651292	gene-ACZ0AN_RS10630	-3.901893420772362	conserved_down
WP_209388365.1	WP_026580174.1	gene-ACSAL1_RS16660	-1.593682893912475	gene-ACZ0AN_RS18760	-1.619776173495816	conserved_down
WP_348633730.1	WP_020451333.1	gene-ACSAL1_RS07930	-3.2047663766583256	gene-ACZ0AN_RS08635	1.4716358934713072	opposite
WP_003153123.1	WP_020452147.1	gene-ACSAL1_RS11610	-1.143420179507702	gene-ACZ0AN_RS13145	-2.1926173041155104	conserved_down
WP_003155211.1	WP_065643331.1	gene-ACSAL1_RS05255	-1.6948389488596585	gene-ACZ0AN_RS05725	2.641215162549824	opposite
WP_003155609.1	WP_003179731.1	gene-ACSAL1_RS03900	4.082429677204219	gene-ACZ0AN_RS04165	6.181953440595755	conserved_up
WP_003155658.1	WP_003179703.1	gene-ACSAL1_RS03770	1.1579135192629872	gene-ACZ0AN_RS04060	-1.5438088138819006	opposite
WP_029973644.1	WP_020451957.1	gene-ACSAL1_RS10630	-1.5875557494646364	gene-ACZ0AN_RS12070	1.1529435444944471	opposite
WP_032875437.1	WP_020450536.1	gene-ACSAL1_RS19015	5.85197212620206	gene-ACZ0AN_RS04150	2.6438586654010647	conserved_up
WP_209387430.1	WP_145645271.1	gene-ACSAL1_RS11700	-5.414827015524714	gene-ACZ0AN_RS13255	-5.237453988355179	conserved_down
WP_209387434.1	WP_035338373.1	gene-ACSAL1_RS11760	3.463128435122114	gene-ACZ0AN_RS13305	8.246250521331486	conserved_up
WP_209387490.1	WP_463315718.1	gene-ACSAL1_RS13190	-2.191569416121548	gene-ACZ0AN_RS15275	-1.2012489340832528	conserved_down
WP_209387532.1	WP_249726888.1	gene-ACSAL1_RS14375	8.191428088473684	gene-ACZ0AN_RS16455	1.077519362569429	conserved_up
WP_209388250.1	WP_096748459.1	gene-ACSAL1_RS08655	-3.463643358243816	gene-ACZ0AN_RS09365	-3.558855755879634	conserved_down
WP_007408038.1	WP_020452593.1	gene-ACSAL1_RS13570	-3.145248356799367	gene-ACZ0AN_RS15650	-1.9154880386468256	conserved_down
WP_007408068.1	WP_020452561.1	gene-ACSAL1_RS13405	1.383310739401985	gene-ACZ0AN_RS15475	1.4866514556053834	conserved_up
WP_007409411.1	WP_020452033.1	gene-ACSAL1_RS10990	-5.384291681209092	gene-ACZ0AN_RS12485	-2.259187962918794	conserved_down
WP_007409428.1	WP_023857488.1	gene-ACSAL1_RS10870	1.816814898319964	gene-ACZ0AN_RS12350	1.1234897424884465	conserved_up
WP_014417774.1	WP_020451401.1	gene-ACSAL1_RS08320	2.3046912605908334	gene-ACZ0AN_RS09020	2.2565644540039576	conserved_up
WP_014418737.1	WP_101561528.1	gene-ACSAL1_RS14490	-2.793533390842305	gene-ACZ0AN_RS16620	-1.3029383433019188	conserved_down
WP_017418586.1	WP_023855487.1	gene-ACSAL1_RS18425	-7.831193880278129	gene-ACZ0AN_RS15450	-2.0062871553606927	conserved_down
WP_017419343.1	WP_145645580.1	gene-ACSAL1_RS01460	-7.353782609972714	gene-ACZ0AN_RS12620	-2.780709877820229	conserved_down
WP_017419440.1	WP_023856175.1	gene-ACSAL1_RS14895	2.0056350103012117	gene-ACZ0AN_RS17030	-1.529987250548871	opposite
WP_209387349.1	WP_095291970.1	gene-ACSAL1_RS09860	1.1535796363686803	gene-ACZ0AN_RS11330	2.154910736439455	conserved_up
WP_007410316.1	WP_075754574.1	gene-ACSAL1_RS09220	-3.086565898205176	gene-ACZ0AN_RS10180	1.3276077696606854	opposite
WP_007611631.1	WP_003182143.1	gene-ACSAL1_RS08880	-1.1102491184189558	gene-ACZ0AN_RS09845	1.3127426231337245	opposite
WP_209387950.1	WP_026578964.1	gene-ACSAL1_RS03225	-1.4296846066505933	gene-ACZ0AN_RS03355	-3.299031562865056	conserved_down
WP_209388319.1	WP_023855607.1	gene-ACSAL1_RS03525	1.4358813523689604	gene-ACZ0AN_RS03825	-1.63659087644803	opposite
WP_003151176.1	WP_020453254.1	gene-ACSAL1_RS17320	2.235286187813312	gene-ACZ0AN_RS19505	-3.2480737421173886	opposite
WP_003152221.1	WP_020452693.1	gene-ACSAL1_RS14200	-1.1329378444448417	gene-ACZ0AN_RS16220	-1.1359840513715325	conserved_down
WP_003152276.1	WP_023855837.1	gene-ACSAL1_RS14005	-2.5283029410378783	gene-ACZ0AN_RS16025	-2.118491656725669	conserved_down
WP_003152355.1	WP_095290805.1	gene-ACSAL1_RS13825	1.0248470662609626	gene-ACZ0AN_RS15815	1.1432461597378771	conserved_up
WP_003152366.1	WP_020452616.1	gene-ACSAL1_RS13800	-2.666758789491138	gene-ACZ0AN_RS15790	2.929892324451709	opposite
WP_007408653.1	WP_020452765.1	gene-ACSAL1_RS14570	4.312788476026074	gene-ACZ0AN_RS16710	1.1976237374573375	conserved_up
WP_007408889.1	WP_035338016.1	gene-ACSAL1_RS03350	5.105124616391608	gene-ACZ0AN_RS20660	2.244147704505921	conserved_up
WP_007408914.1	WP_197407002.1	gene-ACSAL1_RS03500	5.365230475091405	gene-ACZ0AN_RS03785	3.515375190125015	conserved_up
WP_012118534.1	WP_020453057.1	gene-ACSAL1_RS16330	-2.0460311637522515	gene-ACZ0AN_RS18445	-2.600183299210165	conserved_down
WP_014306172.1	WP_020453626.1	gene-ACSAL1_RS19140	-1.112984493148536	gene-ACZ0AN_RS21530	1.18223088972519	opposite
WP_014419065.1	WP_023855236.1	gene-ACSAL1_RS17045	-1.3428362111623129	gene-ACZ0AN_RS13625	-1.9496417070316203	conserved_down
WP_015240188.1	WP_025811173.1	gene-ACSAL1_RS11445	1.1250715666314033	gene-ACZ0AN_RS13005	1.3861192515848193	conserved_up
WP_032871062.1	WP_026580001.1	gene-ACSAL1_RS04755	-2.3881775566403385	gene-ACZ0AN_RS05125	-1.413771278443312	conserved_down
WP_209387390.1	WP_020451953.1	gene-ACSAL1_RS10610	-2.151173644438969	gene-ACZ0AN_RS12050	1.5016645760331169	opposite
WP_209387396.1	WP_023857473.1	gene-ACSAL1_RS10805	1.3315193576760782	gene-ACZ0AN_RS12255	1.1465950839630534	conserved_up
WP_209387420.1	WP_020453408.1	gene-ACSAL1_RS11425	-3.495373878299682	gene-ACZ0AN_RS20345	-1.4137248123216564	conserved_down
WP_209388282.1	WP_249726465.1	gene-ACSAL1_RS09175	-2.4861835909166703	gene-ACZ0AN_RS10125	1.0441283942162447	opposite
WP_209388309.1	WP_463315700.1	gene-ACSAL1_RS09485	-6.366259052420619	gene-ACZ0AN_RS10635	-3.352403291410545	conserved_down
WP_003153484.1	WP_003182954.1	gene-ACSAL1_RS10555	-4.725948944265332	gene-ACZ0AN_RS11995	1.750229514902141	opposite
WP_014418920.1	WP_020453014.1	gene-ACSAL1_RS16045	4.560901559848377	gene-ACZ0AN_RS18205	3.1969279971088773	conserved_up
WP_029973489.1	WP_020451337.1	gene-ACSAL1_RS07950	1.2778710164094236	gene-ACZ0AN_RS08660	-5.471663299667839	opposite
WP_032876691.1	WP_020452859.1	gene-ACSAL1_RS15120	-6.386203629300206	gene-ACZ0AN_RS17275	-1.656091246306207	conserved_down
WP_129092165.1	WP_020451407.1	gene-ACSAL1_RS08355	3.879006538568614	gene-ACZ0AN_RS09055	1.3366366049902911	conserved_up
WP_003154591.1	WP_020451209.1	gene-ACSAL1_RS07240	-2.025868183887637	gene-ACZ0AN_RS07950	-2.919646456464864	conserved_down
WP_007409759.1	WP_065644115.1	gene-ACSAL1_RS08105	1.8792132559483523	gene-ACZ0AN_RS08810	-1.8305464798431896	opposite
WP_014417349.1	WP_023856571.1	gene-ACSAL1_RS05295	-9.320798621267242	gene-ACZ0AN_RS05775	-2.04276053453538	conserved_down
WP_014417775.1	WP_020451405.1	gene-ACSAL1_RS08345	3.656310504987644	gene-ACZ0AN_RS09045	2.3705487754016388	conserved_up
WP_017419351.1	WP_039073164.1	gene-ACSAL1_RS01500	1.8156798797031728	gene-ACZ0AN_RS01780	8.815510035328394	conserved_up
WP_021494259.1	WP_020452034.1	gene-ACSAL1_RS10995	-1.1265293007578996	gene-ACZ0AN_RS12490	-2.1015680993980057	conserved_down
WP_072177025.1	WP_026580205.1	gene-ACSAL1_RS16850	1.4490098873404655	gene-ACZ0AN_RS19020	1.5619671080812212	conserved_up
WP_209387625.1	WP_249726791.1	gene-ACSAL1_RS16420	3.210608356380664	gene-ACZ0AN_RS18520	3.590385817725823	conserved_up
WP_209387999.1	WP_033155041.1	gene-ACSAL1_RS03985	-4.212611520205599	gene-ACZ0AN_RS04290	-1.6323673048408187	conserved_down
WP_003154238.1	WP_003181796.1	gene-ACSAL1_RS08325	1.185366317199953	gene-ACZ0AN_RS09025	2.016815612741874	conserved_up
WP_003154253.1	WP_020451394.1	gene-ACSAL1_RS08280	5.466398898808754	gene-ACZ0AN_RS08980	3.809036764196883	conserved_up
WP_007408816.1	WP_025810970.1	gene-ACSAL1_RS13985	1.4773183323332617	gene-ACZ0AN_RS16015	-2.6464088711482483	opposite
WP_007409116.1	WP_003180605.1	gene-ACSAL1_RS05775	-2.337801543766957	gene-ACZ0AN_RS06435	-2.135173868105693	conserved_down
WP_007409599.1	WP_020451176.1	gene-ACSAL1_RS07060	3.7861387443992327	gene-ACZ0AN_RS07755	2.21209471102187	conserved_up
WP_014418691.1	WP_003184565.1	gene-ACSAL1_RS14010	-2.208048855647418	gene-ACZ0AN_RS16030	-1.2215094438834206	conserved_down
WP_072177850.1	WP_059230941.1	gene-ACSAL1_RS15765	1.1830450438078244	gene-ACZ0AN_RS18030	2.3540953599537358	conserved_up
WP_209387755.1	WP_154059144.1	gene-ACSAL1_RS18670	3.834205055219856	gene-ACZ0AN_RS21140	-2.1778166778646613	opposite
WP_209388112.1	WP_025811895.1	gene-ACSAL1_RS06090	1.6445567661712472	gene-ACZ0AN_RS04850	-1.4634069937670842	opposite
WP_209388143.1	WP_026579857.1	gene-ACSAL1_RS06480	2.96362666569164	gene-ACZ0AN_RS07005	1.2086146716069857	conserved_up
